Description,Object ID
这位现代主义艺术家是致力于弘扬民族主义精神的艺术家之一，其理念部分源于他反对欧洲法西斯主义蔓延的努力。他对美国理想的推广也延伸到他在20世纪30年代末为三套不同的餐具提供的设计，这些餐具均由加州弗农窑（Vernon Kiln）的陶器厂生产。对肯特和其他人来说，这也是另一种使他的艺术大众化的方式。许多艺术家开始转向版画创作，以便让他们的作品更容易被公众，尤其是中产阶级消费者所接受。他的另外两套作品的设计基于他的书籍插图，而他为《我们的美国》创作的作品则是全新的。他朴素的木刻作品被改编成瓷器上的转印画，并以三种单色——蓝色、桃花心木色和棕色——进行印刷。这套作品描绘了美国的地域风光，从曼哈顿大都市到五大湖区，从佛罗里达大沼泽地到西海岸。许多场景描绘了劳动者的劳作，彰显了肯特对美国平民——那些创造了这个国家的劳动者——的民族主义信仰。肯特对美国地貌多样性和“劳动人民”的崇敬在装饰中闪耀。星条旗的边框与爱国主题完全一致。,23150
这位现代主义艺术家是致力于弘扬民族主义精神的艺术家之一，其理念部分源于他反对欧洲法西斯主义蔓延的努力。他对美国理想的推广也延伸到他在20世纪30年代末为三套不同的餐具提供的设计，这些餐具均由加州弗农窑（Vernon Kiln）的陶器厂生产。对肯特和其他人来说，这也是另一种使他的艺术大众化的方式。许多艺术家开始转向版画创作，以便让他们的作品更容易被公众，尤其是中产阶级消费者所接受。他的另外两套作品的设计基于他的书籍插图，而他为《我们的美国》创作的作品则是全新的。他朴素的木刻作品被改编成瓷器上的转印画，并以三种单色——蓝色、桃花心木色和棕色——进行印刷。这套作品描绘了美国的地域风光，从曼哈顿大都市到五大湖区，从佛罗里达大沼泽地到西海岸。许多场景描绘了劳动者的劳作，彰显了肯特对美国平民——那些创造了这个国家的劳动者——的民族主义信仰。肯特对美国地貌多样性和“劳动人民”的崇敬在装饰中闪耀。星条旗的边框与爱国主题完全一致。,23151
这位现代主义艺术家是致力于弘扬民族主义精神的艺术家之一，其理念部分源于他反对欧洲法西斯主义蔓延的努力。他对美国理想的推广也延伸到他在20世纪30年代末为三套不同的餐具提供的设计，这些餐具均由加州弗农窑（Vernon Kiln）的陶器厂生产。对肯特和其他人来说，这也是另一种使他的艺术大众化的方式。许多艺术家开始转向版画创作，以便让他们的作品更容易被公众，尤其是中产阶级消费者所接受。他的另外两套作品的设计基于他的书籍插图，而他为《我们的美国》创作的作品则是全新的。他朴素的木刻作品被改编成瓷器上的转印画，并以三种单色——蓝色、桃花心木色和棕色——进行印刷。这套作品描绘了美国的地域风光，从曼哈顿大都市到五大湖区，从佛罗里达大沼泽地到西海岸。许多场景描绘了劳动者的劳作，彰显了肯特对美国平民——那些创造了这个国家的劳动者——的民族主义信仰。肯特对美国地貌多样性和“劳动人民”的崇敬在装饰中闪耀。星条旗的边框与爱国主题完全一致。,23152
这位现代主义艺术家是致力于弘扬民族主义精神的艺术家之一，其理念部分源于他反对欧洲法西斯主义蔓延的努力。他对美国理想的推广也延伸到他在20世纪30年代末为三套不同的餐具提供的设计，这些餐具均由加州弗农窑（Vernon Kiln）的陶器厂生产。对肯特和其他人来说，这也是另一种使他的艺术大众化的方式。许多艺术家开始转向版画创作，以便让他们的作品更容易被公众，尤其是中产阶级消费者所接受。他的另外两套作品的设计基于他的书籍插图，而他为《我们的美国》创作的作品则是全新的。他朴素的木刻作品被改编成瓷器上的转印画，并以三种单色——蓝色、桃花心木色和棕色——进行印刷。这套作品描绘了美国的地域风光，从曼哈顿大都市到五大湖区，从佛罗里达大沼泽地到西海岸。许多场景描绘了劳动者的劳作，彰显了肯特对美国平民——那些创造了这个国家的劳动者——的民族主义信仰。肯特对美国地貌多样性和“劳动人民”的崇敬在装饰中闪耀。星条旗的边框与爱国主题完全一致。,23153
这位现代主义艺术家是致力于弘扬民族主义精神的艺术家之一，其理念部分源于他反对欧洲法西斯主义蔓延的努力。他对美国理想的推广也延伸到他在20世纪30年代末为三套不同的餐具提供的设计，这些餐具均由加州弗农窑（Vernon Kiln）的陶器厂生产。对肯特和其他人来说，这也是另一种使他的艺术大众化的方式。许多艺术家开始转向版画创作，以便让他们的作品更容易被公众，尤其是中产阶级消费者所接受。他的另外两套作品的设计基于他的书籍插图，而他为《我们的美国》创作的作品则是全新的。他朴素的木刻作品被改编成瓷器上的转印画，并以三种单色——蓝色、桃花心木色和棕色——进行印刷。这套作品描绘了美国的地域风光，从曼哈顿大都市到五大湖区，从佛罗里达大沼泽地到西海岸。许多场景描绘了劳动者的劳作，彰显了肯特对美国平民——那些创造了这个国家的劳动者——的民族主义信仰。肯特对美国地貌多样性和“劳动人民”的崇敬在装饰中闪耀。星条旗的边框与爱国主题完全一致。,23154
这位现代主义艺术家是致力于弘扬民族主义精神的艺术家之一，其理念部分源于他反对欧洲法西斯主义蔓延的努力。他对美国理想的推广也延伸到他在20世纪30年代末为三套不同的餐具提供的设计，这些餐具均由加州弗农窑（Vernon Kiln）的陶器厂生产。对肯特和其他人来说，这也是另一种使他的艺术大众化的方式。许多艺术家开始转向版画创作，以便让他们的作品更容易被公众，尤其是中产阶级消费者所接受。他的另外两套作品的设计基于他的书籍插图，而他为《我们的美国》创作的作品则是全新的。他朴素的木刻作品被改编成瓷器上的转印画，并以三种单色——蓝色、桃花心木色和棕色——进行印刷。这套作品描绘了美国的地域风光，从曼哈顿大都市到五大湖区，从佛罗里达大沼泽地到西海岸。许多场景描绘了劳动者的劳作，彰显了肯特对美国平民——那些创造了这个国家的劳动者——的民族主义信仰。肯特对美国地貌多样性和“劳动人民”的崇敬在装饰中闪耀。星条旗的边框与爱国主题完全一致。,23155
这位现代主义艺术家是致力于弘扬民族主义精神的艺术家之一，其理念部分源于他反对欧洲法西斯主义蔓延的努力。他对美国理想的推广也延伸到他在20世纪30年代末为三套不同的餐具提供的设计，这些餐具均由加州弗农窑（Vernon Kiln）的陶器厂生产。对肯特和其他人来说，这也是另一种使他的艺术大众化的方式。许多艺术家开始转向版画创作，以便让他们的作品更容易被公众，尤其是中产阶级消费者所接受。他的另外两套作品的设计基于他的书籍插图，而他为《我们的美国》创作的作品则是全新的。他朴素的木刻作品被改编成瓷器上的转印画，并以三种单色——蓝色、桃花心木色和棕色——进行印刷。这套作品描绘了美国的地域风光，从曼哈顿大都市到五大湖区，从佛罗里达大沼泽地到西海岸。许多场景描绘了劳动者的劳作，彰显了肯特对美国平民——那些创造了这个国家的劳动者——的民族主义信仰。肯特对美国地貌多样性和“劳动人民”的崇敬在装饰中闪耀。星条旗的边框与爱国主题完全一致。,23156
这位现代主义艺术家是致力于弘扬民族主义精神的艺术家之一，其理念部分源于他反对欧洲法西斯主义蔓延的努力。他对美国理想的推广也延伸到他在20世纪30年代末为三套不同的餐具提供的设计，这些餐具均由加州弗农窑（Vernon Kiln）的陶器厂生产。对肯特和其他人来说，这也是另一种使他的艺术大众化的方式。许多艺术家开始转向版画创作，以便让他们的作品更容易被公众，尤其是中产阶级消费者所接受。他的另外两套作品的设计基于他的书籍插图，而他为《我们的美国》创作的作品则是全新的。他朴素的木刻作品被改编成瓷器上的转印画，并以三种单色——蓝色、桃花心木色和棕色——进行印刷。这套作品描绘了美国的地域风光，从曼哈顿大都市到五大湖区，从佛罗里达大沼泽地到西海岸。许多场景描绘了劳动者的劳作，彰显了肯特对美国平民——那些创造了这个国家的劳动者——的民族主义信仰。肯特对美国地貌多样性和“劳动人民”的崇敬在装饰中闪耀。星条旗的边框与爱国主题完全一致。,23157
这位现代主义艺术家是致力于弘扬民族主义精神的艺术家之一，其理念部分源于他反对欧洲法西斯主义蔓延的努力。他对美国理想的推广也延伸到他在20世纪30年代末为三套不同的餐具提供的设计，这些餐具均由加州弗农窑（Vernon Kiln）的陶器厂生产。对肯特和其他人来说，这也是另一种使他的艺术大众化的方式。许多艺术家开始转向版画创作，以便让他们的作品更容易被公众，尤其是中产阶级消费者所接受。他的另外两套作品的设计基于他的书籍插图，而他为《我们的美国》创作的作品则是全新的。他朴素的木刻作品被改编成瓷器上的转印画，并以三种单色——蓝色、桃花心木色和棕色——进行印刷。这套作品描绘了美国的地域风光，从曼哈顿大都市到五大湖区，从佛罗里达大沼泽地到西海岸。许多场景描绘了劳动者的劳作，彰显了肯特对美国平民——那些创造了这个国家的劳动者——的民族主义信仰。肯特对美国地貌多样性和“劳动人民”的崇敬在装饰中闪耀。星条旗的边框与爱国主题完全一致。,23158
这位现代主义艺术家是致力于弘扬民族主义精神的艺术家之一，其理念部分源于他反对欧洲法西斯主义蔓延的努力。他对美国理想的推广也延伸到他在20世纪30年代末为三套不同的餐具提供的设计，这些餐具均由加州弗农窑（Vernon Kiln）的陶器厂生产。对肯特和其他人来说，这也是另一种使他的艺术大众化的方式。许多艺术家开始转向版画创作，以便让他们的作品更容易被公众，尤其是中产阶级消费者所接受。他的另外两套作品的设计基于他的书籍插图，而他为《我们的美国》创作的作品则是全新的。他朴素的木刻作品被改编成瓷器上的转印画，并以三种单色——蓝色、桃花心木色和棕色——进行印刷。这套作品描绘了美国的地域风光，从曼哈顿大都市到五大湖区，从佛罗里达大沼泽地到西海岸。许多场景描绘了劳动者的劳作，彰显了肯特对美国平民——那些创造了这个国家的劳动者——的民族主义信仰。肯特对美国地貌多样性和“劳动人民”的崇敬在装饰中闪耀。星条旗的边框与爱国主题完全一致。,23159
这位现代主义艺术家是致力于弘扬民族主义精神的艺术家之一，其理念部分源于他反对欧洲法西斯主义蔓延的努力。他对美国理想的推广也延伸到他在20世纪30年代末为三套不同的餐具提供的设计，这些餐具均由加州弗农窑（Vernon Kiln）的陶器厂生产。对肯特和其他人来说，这也是另一种使他的艺术大众化的方式。许多艺术家开始转向版画创作，以便让他们的作品更容易被公众，尤其是中产阶级消费者所接受。他的另外两套作品的设计基于他的书籍插图，而他为《我们的美国》创作的作品则是全新的。他朴素的木刻作品被改编成瓷器上的转印画，并以三种单色——蓝色、桃花心木色和棕色——进行印刷。这套作品描绘了美国的地域风光，从曼哈顿大都市到五大湖区，从佛罗里达大沼泽地到西海岸。许多场景描绘了劳动者的劳作，彰显了肯特对美国平民——那些创造了这个国家的劳动者——的民族主义信仰。肯特对美国地貌多样性和“劳动人民”的崇敬在装饰中闪耀。星条旗的边框与爱国主题完全一致。,23160
这位现代主义艺术家是致力于弘扬民族主义精神的艺术家之一，其理念部分源于他反对欧洲法西斯主义蔓延的努力。他对美国理想的推广也延伸到他在20世纪30年代末为三套不同的餐具提供的设计，这些餐具均由加州弗农窑（Vernon Kiln）的陶器厂生产。对肯特和其他人来说，这也是另一种使他的艺术大众化的方式。许多艺术家开始转向版画创作，以便让他们的作品更容易被公众，尤其是中产阶级消费者所接受。他的另外两套作品的设计基于他的书籍插图，而他为《我们的美国》创作的作品则是全新的。他朴素的木刻作品被改编成瓷器上的转印画，并以三种单色——蓝色、桃花心木色和棕色——进行印刷。这套作品描绘了美国的地域风光，从曼哈顿大都市到五大湖区，从佛罗里达大沼泽地到西海岸。许多场景描绘了劳动者的劳作，彰显了肯特对美国平民——那些创造了这个国家的劳动者——的民族主义信仰。肯特对美国地貌多样性和“劳动人民”的崇敬在装饰中闪耀。星条旗的边框与爱国主题完全一致。,23161
这位现代主义艺术家是致力于弘扬民族主义精神的艺术家之一，其理念部分源于他反对欧洲法西斯主义蔓延的努力。他对美国理想的推广也延伸到他在20世纪30年代末为三套不同的餐具提供的设计，这些餐具均由加州弗农窑（Vernon Kiln）的陶器厂生产。对肯特和其他人来说，这也是另一种使他的艺术大众化的方式。许多艺术家开始转向版画创作，以便让他们的作品更容易被公众，尤其是中产阶级消费者所接受。他的另外两套作品的设计基于他的书籍插图，而他为《我们的美国》创作的作品则是全新的。他朴素的木刻作品被改编成瓷器上的转印画，并以三种单色——蓝色、桃花心木色和棕色——进行印刷。这套作品描绘了美国的地域风光，从曼哈顿大都市到五大湖区，从佛罗里达大沼泽地到西海岸。许多场景描绘了劳动者的劳作，彰显了肯特对美国平民——那些创造了这个国家的劳动者——的民族主义信仰。肯特对美国地貌多样性和“劳动人民”的崇敬在装饰中闪耀。星条旗的边框与爱国主题完全一致。,23162
这位现代主义艺术家是致力于弘扬民族主义精神的艺术家之一，其理念部分源于他反对欧洲法西斯主义蔓延的努力。他对美国理想的推广也延伸到他在20世纪30年代末为三套不同的餐具提供的设计，这些餐具均由加州弗农窑（Vernon Kiln）的陶器厂生产。对肯特和其他人来说，这也是另一种使他的艺术大众化的方式。许多艺术家开始转向版画创作，以便让他们的作品更容易被公众，尤其是中产阶级消费者所接受。他的另外两套作品的设计基于他的书籍插图，而他为《我们的美国》创作的作品则是全新的。他朴素的木刻作品被改编成瓷器上的转印画，并以三种单色——蓝色、桃花心木色和棕色——进行印刷。这套作品描绘了美国的地域风光，从曼哈顿大都市到五大湖区，从佛罗里达大沼泽地到西海岸。许多场景描绘了劳动者的劳作，彰显了肯特对美国平民——那些创造了这个国家的劳动者——的民族主义信仰。肯特对美国地貌多样性和“劳动人民”的崇敬在装饰中闪耀。星条旗的边框与爱国主题完全一致。,23163
这只盘子是当时市场上最优雅的美国装饰艺术餐具套装之一——锡拉丘兹瓷器的奥农达加陶器公司生产的 Shelledge 系列。它由 R. Guy Cowan 设计，他于 1931 年出任锡拉丘兹这家老牌公司的艺术总监。这些餐具的造型是传统餐具的简洁版本，但大胆的凹槽边缘提供了强烈、机械的质感。每个纯白瓷盘的中心都是凹版印刷的花卉、水果和热带鱼图案，这些图案被融入装饰艺术的几何元素中。这些装饰方案反映了 20 世纪 20 年代中期的法国现代风格——这种风格在美国的建筑装饰中得到了生动的体现，例如纽约市的 Chanin 大楼。虽然装饰艺术风格通常与鲜明明亮的色调同义，但在这里它却是无色的，难以察觉。与 20 世纪 30 年代美国现代餐具的新浪潮中大多数餐具相比，这些餐具更具随意性，通常采用较重的陶器制成，而这里的白瓷则强调了餐具的庄严和整套餐具的整体正式品质。,23164
这只盘子是当时市场上最优雅的美国装饰艺术餐具套装之一——锡拉丘兹瓷器的奥农达加陶器公司生产的 Shelledge 系列。它由 R. Guy Cowan 设计，他于 1931 年出任锡拉丘兹这家老牌公司的艺术总监。这些餐具的造型是传统餐具的简洁版本，但大胆的凹槽边缘提供了强烈、机械的质感。每个纯白瓷盘的中心都是凹版印刷的花卉、水果和热带鱼图案，这些图案被融入装饰艺术的几何元素中。这些装饰方案反映了 20 世纪 20 年代中期的法国现代风格——这种风格在美国的建筑装饰中得到了生动的体现，例如纽约市的 Chanin 大楼。虽然装饰艺术风格通常与鲜明明亮的色调同义，但在这里它却是无色的，难以察觉。与 20 世纪 30 年代美国现代餐具的新浪潮中大多数餐具相比，这些餐具更具随意性，通常采用较重的陶器制成，而这里的白瓷则强调了餐具的庄严和整套餐具的整体正式品质。,23165
此盒精雕细琢，描绘了一对凤凰盘踞于云朵间，体现了十八世纪中叶——中国宝石工艺的黄金时代——的最高工艺水准。其纹饰和造型是对唐代（618-907）金银纹饰的复古诠释。此外，“双凤”图案在清宫瓷器、玉器、玻璃、金属制品及其他器物上也十分常见。,23166
鼎象征着权力和对土地的统治，是最重要的礼器之一。它们用于烹煮食物和盛放祭品。与其他青铜礼器类似，鼎最初由陶器制成，商代则以青铜铸造。后期，鼎不仅被制成陶器和金属器皿，还被用作香炉。这件十七世纪的包金铜鼎沿袭了古代的造型，但其厚重的镀金表面和精细的纹饰使其与复制品截然不同。,23167
这件水滴形似日本学者市川兵庵收藏的青铜水滴。它由瓷器制成，巧妙地再现了古代青铜器。此外，这件作品还展现了陶工精湛的技艺，他运用绿褐色釉料，成功地模仿了古代青铜器的包浆。中日文人对源自古代青铜器的文具有着共同的兴趣，这并非偶然。,23168
此器形似典型的中国香炉，装饰独特。环绕器身的牡丹和山石，以及装饰于器耳的棕榈叶纹，很可能是由一位欧洲金匠从其原本的素面雕刻而成。器底除了一枚伪造的宣德款外，还带有“ALPH GIROUX PARIS”的款识，表明此器曾属于法国奢侈品商人阿方斯·吉鲁（Alphonse Giroux，1775/76-1848）。,23169
这件微型雕塑最初用作席重，是中国古代的一种实用装饰品。通常四个一组，用来压住铺在地上或矮脚榻（一种常见的坐具）上的席子的角。后来，这些古代珍品被改造成镇纸，供文房使用。,23170
此广口花篮造型对称，设计精巧，底座隆起，仿照中国陶瓷和青铜器造型。其编结细密，采用关西竹艺人常用的技法，堪称罕见的琉璃珠装饰作品。,23171
此花篮造型精巧，采用葫芦造型，模仿了许多中国和日本陶瓷的造型，篮壁饰有“寿”字，意为“长寿”。加藤东升斋（活跃于二十世纪初）是一位鲜为人知的关西竹艺匠人，在三重县首府津市拥有一间工坊。虽然我们对他的生平知之甚少，但他的唐物风格作品堪称精品，其中包括一件曾为皇室所有、现藏于东京帝国收藏博物馆的竹篮。,23172
这件外观质朴的花器由竹木切割而成，是寺院藏品中年代最早的藏品。其制作者宗旦（Sōtan）是备受尊敬的千利休（1522-1591）的孙子，千利休是桃山时代开创性的茶道大师之一。花器采用“一十切”造型——花瓶一侧开口，可悬挂于墙壁或柱子上——非常适合用于茶道插花，通常放置在茶室壁龛旁或内部。竹子的纹理和色调保留了其自然状态，其造型体现了侘茶美学，即与千利休相关的茶道风格，强调简洁，使用当地器皿，避免使用装饰繁复的中国器皿。,23173
第二代饭塚宝斋经常创作竹制作品，其造型通常以其他媒介制成。这件柜子旨在用作便携式佛龛，其形状类似山僧和朝圣者的背包“大井”（oi）。宝斋用紧密编织的竹子代替了基本结构和用于固定柜门的中央瓶形板条，其余部分则采用各种编织图案。打开柜门后，可以看到寒山和拾得的图案，他们是八世纪在中国天台山圣地国清寺活跃的两位半传奇、古怪的禅宗僧侣。,23174
这些花瓶体现了克里斯托弗·德莱瑟作品中最明显的装饰风格。这些花瓶的主要美学特征在于其浓郁的粉红色底色，而“景泰蓝”纹饰则以条带状呈现，与德莱瑟此类作品中常见的景泰蓝纹饰相比，与真正的景泰蓝风格相去甚远。其装饰方案简洁中蕴含着大胆，以浓烈的色彩和两块密集的图案区域相互映衬。这些花瓶与博物馆收藏中德莱瑟设计的任何其他陶瓷作品都截然不同。,23175
在十八世纪下半叶塞夫勒王室的赞助主导高端陶瓷市场之前，尚蒂伊、梅内西和维勒鲁瓦等小型瓷器厂曾尝试创作实验性作品，借鉴了中国和日本的造型，这些造型也启发了迈森瓷器制造商。这件充满活力的墨台是洛可可风格的典范，展现了法国瓷器制造商不仅力求重现亚洲瓷器，更致力于满足人们对奇幻和奇特事物的渴望。一颗巨大的石榴在树根的盘根错节旁绽放，其独特的造型将墨台这样一个平凡的物件变成了童话般的存在。,23178
尽管法国风格影响了其他欧洲国家的艺术，但这些非同寻常的椅子却表明，外国时尚也对法国产生了影响。镂空的靠背板和椅腿之间的支架清晰地展现了法国对英国建筑师威廉·钱伯斯在十八世纪后半叶所推崇的英中风格的兴趣。乔治·雅各布为彭蒂耶夫公爵提供了这套座椅，他一定对这种风格情有独钟：1785年，他购得了尚特卢城堡，而城堡的前主人舒瓦瑟尔公爵曾在那里建造了中式园林和宝塔。,23179
海因里希曾受训于瓷器彩绘，曾在迈森和弗兰肯塔尔的瓷器厂工作，精通一种名为“laque burgauté”（意为“宝盖釉彩”）的技艺，即用珍珠母、不同颜色的金属和其他材料镶嵌图案，装饰小型漆器。尽管这种技艺起源于中国，但据传出海因里希及其工坊在盒子上绘制的风景画，却明显带有欧洲风格。,23181
这个精美的盒子最初于十八世纪中叶在日本制作，用作香盒。漆面上饰有精致的莳绘细节，包括盒盖外部的幼松图案，以及侧面连绵起伏的海岸图案，并带有吉祥图案。这个香盒由荷兰人或通过中国贸易出口到欧洲，这与玛丽·安托瓦内特王后（1755-1793）拥有的日本漆盒的出口路线类似。在巴黎，巴泰勒米·帕维特将这个小盒子变成了一件珠宝般的艺术品，他在盒子边缘镶上镀金底座，并在内部衬上一层金箔。,23182
这件小巧迷人的雕塑捕捉了一只卧鹿用左后腿挠鼻子的亲密瞬间。这尊鹿像堪称宜兴窑中罕见的写实雕塑杰作。宜兴窑以茶具闻名，但自十八世纪起也开始制作动物、植物、坚果和水果等小型雕塑。,23183
一幅六联屏风的广阔画面上，饱含吉祥寓意和文学意味的汉字以动笔书写，每个字都写在一张大纸上，纸上粘贴着屏风。每个大字的周围或下方，都写着一首相关的和歌（日本宫廷诗歌），以极其精炼、舒缓流畅的日文书写，大多为假名（表音文字）。诗歌采用“散写”（chirashigaki）的书写方式，字列随意划分和排列，需要观者费力思考如何正确阅读或吟诵。所有汉字，包括古篆（insho）、草书（sōsho）和行书（gyōsho），以及假名，均出自同一位书法家——堀江赖直之手。堀江赖直是居住在京都的武士家臣和学者，可以出入宫廷。这些屏风展示了 17 世纪中叶，古汉语和日语字体研究的复兴，这种趋势在 18 世纪随着文人画派（bunjin）的兴起而达到顶峰。这六个字从右到左依次为：暁 晓（kyō 或 akatsuki）松 松树（shō 或 matsu）竹 竹子（chiku 或 take）鹤（kaku 或 tsuru）老人 老人（rōjin 或 toshiyori）祝 祝愿（shuku 或 iwai）,23184
三井真奈是十八世纪末著名的日本书法家和篆刻大师，他将这组充满活力的汉字以各种字体写在单独的纸张上，然后粘贴在六板屏风的宽阔表面上。最引人注目的是右边几对超大的古篆书字符，中间是标准书字符，左边是一种以斑驳形式呈现的变体篆书字符，仿佛是墨迹拓片上的字符。每一对大字都是一副唐诗对句的开头。每副对句的其余八个字以熟练的草书字符刻在相邻的面板上。第一副对句出自杜甫（712-770 年）的一首诗；第二和第三副对句出自李白（701-762 年）的诗。自平安时代（794-1185）至近代，两位诗人在日本都享有盛誉。在这幅屏风中，书法家选取了一些能够组合起来的词语，营造出一个想象中的户外聚会场景。前两联（右侧）杜甫的对句为：“竹深留客处，荷净纳凉时。” 中间两联为李白的对句，出自一首赞美佛教寺庙园林的诗，延续了文人雅士聚集的理想园林环境的隐喻。碑文前两个字为大楷书：“楼台成海气，草木发天香。”最后一副匾额上是李白的另一句对联，出自李白的十二首诗，这首诗颂扬的是李白的密友、道教隐士元丹丘。前两个字同样为篆书，但这次的字体像是被风化或擦损过的：“松风清瑶瑟，溪月湛芳瓶。”(约翰·T·卡彭特译),23185
此花瓶摒弃了古铜器繁复的装饰，却又流露出古朴的韵味。刀刃状的纹饰源自古代礼器青铜器，而其修长的喇叭形颈部和球状的瓶身则体现了十三至十五世纪陶瓷器的特征。值得一提的是，其把手饰有象头，这是佛教中的神圣动物。这种装饰风格或许适合用作佛教修行者或寺院的花瓶。,23186
这件奢华的花瓶体现了十四世纪仿古青铜设计的创新精神。其巧妙的造型使其看起来比实际尺寸大得多。细长的颈部、高大的足部和向外弯曲的把手营造出高度的视觉效果。,23187
暖手炉，又称袖香炉，是一种奢华的个人配饰。这种手持式器物内含一块嵌入灰烬的炭，在无暖气的房间里带来令人愉悦的温暖；加入香后，还会散发出怡人的香气，从镂空的炉盖中飘散而出。炉基上的铭文将这件优雅的作品与张鸣岐——当时乃至更远古时期最杰出的暖手炉制作者——联系起来。,23188
此瓶体量虽小，却蕴含着一种宏伟的气势。方形瓶身（大多数同类器物为圆形）更增添了其自信的气势，其干练大胆的装饰亦是如此。瓶身融合了商、周、汉（约公元前1600年至公元220年）的装饰纹饰，展现出一种混合风格，使其堪称一件“新古器”，而非忠实的复制品或赝品。瓶身覆以光泽的深色包浆，线性设计使其能够容纳花枝，这是自十四世纪以来在日本流传的花瓶的典型特征。,23189
佩特斯是欧洲静物画史上的奠基人，这一流派吸引了众多没有机会研究裸体模特的女性艺术家。在这幅雄心勃勃的作品中，佩特斯对自然主义的细节进行了细致的刻画，例如露珠、昆虫叮咬和垂下的郁金香，这些细节暗示着短暂和衰败。同时，她还在石壁上刻下了自己的签名，并与一枝落下的勿忘我枝并列，以此彰显自己的成就。她作品中清晰的线条和敏锐的观察力揭示了科学革命时期花卉绘画与植物插图之间的紧密联系。,23190
这种类型的绿釉瓷器已被确认出自泰国中北部素可泰府北部的西萨占莱窑。它们的生产历史似乎很长，横跨15至16世纪，其原型是中国龙泉青瓷。龙泉青瓷是浙江省著名的绿釉瓷器，后来成为中国釉瓷出口产业的主要产品。泰国仿制品在工艺上较差，据推测其目标客户是东南亚的低端客户。它们沿着雍河水系顺流而下，运往大城府。到15世纪后期，大城府已成为亚洲重要的贸易中心。它们的记录遍布东南亚岛屿和菲律宾，并在日本南部、斯里兰卡和开罗古城（古城）等不同地区发现了它们的身影。,23191
这种类型的绿釉瓷器已被确认出自泰国中北部素可泰府北部的西萨占莱窑。它们的生产历史似乎很长，横跨15至16世纪，其原型是中国龙泉青瓷。龙泉青瓷是浙江省著名的绿釉瓷器，后来成为中国釉瓷出口产业的主要产品。泰国仿制品在工艺上较差，据推测其目标客户是东南亚的低端客户。它们沿着雍河水系顺流而下，运往大城府。到15世纪后期，大城府已成为亚洲重要的贸易中心。它们的记录遍布东南亚岛屿和菲律宾，并在日本南部、斯里兰卡和开罗古城（古城）等不同地区发现了它们的身影。,23192
这种绿松石釉陶制储物罐是海湾地区的一种古老形式。技术研究现已证实，这种罐子产于巴士拉及其周边地区，巴士拉是中世纪早期巴格达的港口城市。毫无疑问，它们并非仅限于巴士拉。它们的用途是储存运输途中的贵重商品，而非将其作为商品本身。因此，它们流通广泛，并在海湾地区、东非沿海地区、印度西海岸、斯里兰卡以及东南亚和中国南部沿海地区的众多遗址中都有考古记录。这些陶瓷器物蕴含着丰富的信息，使我们能够以其他方式无法实现的方式研究和理解公元一千年后期的全球互联互通。,23193
这件盘饰以灵动的飞鸟，描绘了云中翱翔的雄鸟，属于从会安沉船货物中打捞出的少量精美彩绘瓷器。沉船位于越南中部岘港市附近的占婆岛（Cu Lao Cham）附近。其特点是笔法流畅，展现了大规模生产的所有特征，釉下青花图案由技艺娴熟的工匠以娴熟的技艺自信地绘制。20世纪90年代末会安沉船的发现，展现了越南釉面陶瓷在16世纪初达到鼎盛时期的规模。,23194
无描述信息,23195
一对水牛，身后跟着一头小牛，涉过浅水，牧童骑在牛背上。它们很可能在稻田里劳作了一天后正要回家。在中国，水牛被用作役畜，用来拉犁，将土地耕作成泥泞的泥地。牧童和他们的水牛或牛的主题自宋代（960-1279）以来在中国很流行，并在十四世纪初传入日本，成为禅宗水墨画家的热门题材。在中国，牧童和水牛象征着农业、丰饶和春季，也是禅宗寓言的主题，将放牛比喻为个人寻求启迪。在这幅作品中，艺术家似乎受到了两种传统中更贴近自然的那一种的影响。高王是首批成功汲取中国水墨画法的日本艺术家之一，他是一位禅宗僧侣兼画家。他的作品在很多方面都体现了十四世纪和十五世纪初日本早期水墨画的风格，其特点是笔触快速自然，以水墨勾勒形体，并注重细节。,23196
"The statesman-poet Sugawara no Michizane (845–903) is shown here in his deified form, Tenjin, on a visit to China to meet the influential Chan (Zen) monk Wuzhun Shifan (1178–1249). He wears a Daoist robe and a hood of semitransparent gauze, and a bag hangs from his shoulder. The inscribed poem by the Zen poet-monk Kisei Reigen reads:径山密付破袈裟丞相诗禅験作家不是庭前无柏树如何袖里有梅花At Jingshan Monastery, the tattered robesof a monk were esoterically transmitted.Grand Chancellor [Michizane] composed a poemon Chan to test the master [Wuzhun Shifan].It is not that the front gardenhas no cypress trees;But why are there plum blossomstucked into his sleeve?",23197
