object_id,provenience,creator,date_made,materials,description,length,width
6388,China,unknown,19th Century - 1930's,Ivory | Bamboo | Paint,"Incomplete set of Tian Jiu, 天九, or Heavens and Nines tiles or Chinese Dominoes.  46 rectangular ivory and black painted bamboo tiles.  Depressions on one side painted in black and red.  46 pieces total; 18 with black circles; 7 with red circles; 20 with red and black circles; 1 all white piece. Cards are individually labeled A through TT.",unknown,unknown
6389,East Tibet,unknown,19th Century,Pigment,"Vaishravana Riding a Lion accompanied by a Retinue of Eight Horsemen against a background of palace pavilions and park trees.  On either side of him four Yaksa marshals as mounted warriors, bearing weapons and jewel-spitting mongooses, each with his own palace pavilion.  Top:  the Five Dhyani Buddhas in bodhisattva garb, Ratnasambhava, Akshobhya, Vairocana, Amitabha, Amoghasiddha.  Below:  a Naga raja and a human nobleman, offering gifts; and an altar with offerings (The Eighth Buddhist symbols and assorted jewels).  East Tibetan work, a little finer than usual.",unknown,unknown
6390,China,unknown,19th Century,Silk | Gold Thread,"Square rank badge for wife of seventh rank official.  At center Mandarin Duck faces the sun as it stands on a rock amidst waves.  Pearls, swastika, rhinoceros horn, coin, fungus, jui-i scepter and diamond-shaped lucky jewel float in the waves.  Peach tree, peonies, bamboo, fungus and narcissus grow on the rocky banks at either side.  Two red bats fly above amidst lotus flowers with tendrils in couched gold thread.  Border in Greek fret motif.  Done in satin stitch and split satin stitch with couched gold thread on black silk.  Tan colored patterned silk backing.",unknown,32.2 cm
6391,China,unknown,550-577 CE,Stone,"Quadrangular stone base with top edges bevelled and 19.5"" x 7"" inch hole at center for stela, now missing.  Episodes from the life of the Buddha are engraved on this stela base. Left Panel: The Buddha, born as a prince, leaves the palace to seek understanding of human existence. His horse, Kanthaka, who mourned his master's departure, dies shortly thereafter. Right Panel: After a long ordeal to attain enlightenment, the Buddha is given four bowls for accepting offerings of food after his fast. He magically transforms the four bowls into one. Back Panel: The Buddha gives a sermon to ascetics. They are seated to his left as monks prior to their conversion. To his right the five are shown again, now as bodhisattvas, transformed by the Buddha's words. Front Panel: The Buddha performs miracles to pacify the heretics.  The bevelled edges are inscribed with two dragons, a jewel, phoenix, qilin, taotie mask and lotus scrolls.",85.72 cm,55.25 cm
6392,China (uncertain),unknown,unknown,Stone,Fu lion.,unknown,8 cm
6393,China,unknown,18th Century - 19th Century,Paper | Wood | Textile | Ink | Pigment,"Chinese manuscript on Miao Tribes.  Folded accordion style with hard covers.  As one opens each page, the left side has Chinese characters and right side has a painting of Miao figures. The covers have a wood core and exterior is covered with textile, interior covered with paper.  Originally pages were attached to covers, now both separated.  Title in Chinese characters on front cover.",unknown,unknown
6394,East Tibet,unknown,19th Century,Pigment | Silk,"Painting. Ushnishavijaya Nine Deity Configuration. Ushnishavijaya with two principal attendants and six Dharmapala guardians as in 51-4-133.  Top:  The Five Dhyani Buddhas in bodhisattva garb, and two Gandharvas pouring down holy water (like the Nagas in 51-4-133).  Upper right:  Manjusri, Avalokitesvara, Vajrapani and Sitatapatra (with umbrella-like banner).  Upper left:  3 Buddhas of the past, present and fugure and an unidentified goddess.  Below, center:  Kubera, Jambhala and a chorten.  Bottom:  Vasudhara, White Tara, Green Tara, Kubera in Dharmapala form:  offerings of silk and jewels.  Typical East Tibetan style.  Painting separating from mounting.",unknown,62 cm
6395,China,unknown,unknown,Silk | Paper,"Watercolor painting depicting Zhong Kui 鍾馗, the ""Demon Queller"".  Writing in black ink on the left side of the painting. Rust colored border and stamp on the back indicating made in China.",27.5 cm,22.5 cm
6396,China (uncertain) | Annam (uncertain),unknown,1744-1911,Silk,Not actual Chinese official square; either wedding square (for bridal robe) or Annamese from Indo-China. Annamese squares were made on red satin background; Chinese official squares almost never. Chinese squares had naturalistic or heraldic birds; Annamese squares had rather fanciful ones.,unknown,23 cm
6397,China,unknown,Late 19th Century,Silk | Gold Thread,"Square eighth rank civil official's badge for front of robe. At center a quail faces the sun as it stands on a rock amidst waves. The bottom edge has the 立水 li shui ('standing water') design denoting deep water. Pearls and four of the eight Buddhist symbols float in the waves:  fish; conch; vase; wheel of the law.  On the rocky banks fungus, bamboo, narcissus grow.  The sky is filled with clouds, five bats, four of the eight Buddhist symbols; lotus; canopy; mystic knot; and umbrella.  Greek fret border in couched gold.  Background in poor condition.  Probably originally laid with gold thread which was removed for re-use.  Primarily Peking knot with couched twisted cord and satin stitch.  Backing of green patterned silk with symbols of eight Daoist immortals in pattern.  Also on backing: ""Made in China"" stamp; and white paper sticker with two Chinese characters and the number ""327"".",unknown,30 cm
6398,India (uncertain) | China (uncertain),unknown,unknown,Flannel,"Light blue flannel, plain gown.",127 cm,146 cm
6399,China,unknown,19th Century,Silk | Gold Thread | Peacock Feathers,"Square seventh rank civil officials rank badge for civil officials summer robe.  Mandarin duck looks at sun as it stands on a rock amidst waves.  Pearls, the Eight Buddhist symbols including  conch, canopy, fish, lotus, vase, wheel of the Law, umbrella and endless knot and lucky jewel symbols float in the waves.  Peonies, fungus, bamboo, peaches and narcissus grow on the rocks at either side.  Above are blue clouds and seven pink and orange bats against couched peacock feathers filling background.  Border of Shou characters alternating between circular and oblong.  Done in Peking knots, couched twisted white silk and gold, couched gold, and couched peacock feathers on navy gauze. Much of peacock feathers missing. Based on the appearance of the background elements this appears to be from the Daoguang Period (1821-50 CE).",unknown,32 cm
6400,China (uncertain) | Annam (uncertain),unknown,1744-1911,Silk,Not actual Chinese official square; either wedding square (for bridal robe) or Annamese from Indo-China. Annamese squares were made on red satin background; Chinese official squares almost never. Chinese squares had naturalistic or heraldic birds; Annamese squares had rather fanciful ones.,unknown,33.8 cm
6401,China (uncertain) | Annam (uncertain),unknown,1744-1911,Silk,Not actual Chinese official square; either wedding square (for bridal robe) or Annamese from Indo-China. Annamese squares were made on red satin background; Chinese official squares almost never. Chinese squares had naturalistic or heraldic birds; Annamese squares had rather fanciful ones.,unknown,33.6 cm
6402,China (uncertain),unknown,unknown,Ceramic,Ceramic figure. Blue and white glaze.,unknown,7 cm
6403,China (uncertain),unknown,unknown,Paper,Two chinese women playing a game.,31 cm,17 cm
6404,China,unknown,19th Century - 1930's,Ivory | Bamboo | Paint,"Incomplete set of Tian Jiu, 天九, or Heavens and Nines tiles or Chinese Dominoes.  10 rectangular ivory and black painted wood tiles.  Depressions on one side painted in black and red with red, blue and green incised motifs carved in ivory including flowers, rabbit, dragon, and symbols of the immortals such as fan, sword and flywisk.",unknown,unknown
6405,China,unknown,19th Century - 1930's,Ivory | Bamboo | Paint,"Incomplete set of Tian Jiu, 天九, or Heavens and Nines tiles or Chinese Dominoes. 10 rectangular ivory and black painted wood tiles.  Depressions on one side painted in black and red with red, blue and green incised motifs carved in ivory including flowers, rabbit, dragon, and symbols of the immortals such as fan, sword and flywisk.",unknown,unknown
6406,China,unknown,19th Century - 1930's,Ivory | Bamboo | Paint,"Incomplete set of Tian Jiu, 天九, or Heavens and Nines tiles or Chinese Dominoes. 10 rectangular ivory and black painted wood tiles.  Depressions on one side painted in black and red with red, blue and green incised motifs carved in ivory including flowers, rabbit, dragon, and symbols of the immortals such as fan, sword and flywisk.",unknown,unknown
6407,China,unknown,19th Century - 1930's,Ivory | Bamboo | Paint,"Incomplete set of Tian Jiu, 天九, or Heavens and Nines tiles or Chinese Dominoes.  10 rectangular ivory and black painted wood tiles.  Depressions on one side painted in black and red with red, blue and green incised motifs carved in ivory including flowers, rabbit, dragon, and symbols of the immortals such as fan, sword and flywisk.",unknown,unknown
6408,China,unknown,19th Century - 1930's,Ivory | Bamboo | Paint,"Incomplete set of Tian Jiu, 天九, or Heavens and Nines tiles or Chinese Dominoes.  10 rectangular ivory and black painted wood tiles.  Depressions on one side painted in black and red with red, blue and green incised motifs carved in ivory including flowers, rabbit, dragon, and symbols of the immortals such as fan, sword and flywisk.",unknown,unknown
6409,China,unknown,19th Century - 1930's,Ivory | Bamboo | Paint,"Incomplete set of Tian Jiu, 天九, or Heavens and Nines tiles or Chinese Dominoes.  10 rectangular ivory and black painted wood tiles.  Depressions on one side painted in black and red with red, blue and green incised motifs carved in ivory including flowers, rabbit, dragon, and symbols of the immortals such as fan, sword and flywisk.",unknown,unknown
6410,China,unknown,19th Century - 1930's,Ivory | Bamboo | Paint,"Incomplete set of Tian Jiu, 天九, or Heavens and Nines tiles or Chinese Dominoes. 10 rectangular ivory and black painted wood tiles.  Depressions on one side painted in black and red with red, blue and green incised motifs carved in ivory including flowers, rabbit, dragon, and symbols of the immortals such as fan, sword and flywisk.",unknown,unknown
6411,China,unknown,19th Century - 1930's,Ivory | Bamboo | Paint,"Incomplete set of Tian Jiu, 天九, or Heavens and Nines tiles or Chinese Dominoes.  10 rectangular ivory and black painted wood tiles.  Depressions on one side painted in black and red with red, blue and green incised motifs carved in ivory including flowers, rabbit, dragon, and symbols of the immortals such as fan, sword and flywisk.",unknown,unknown
6412,China,unknown,19th Century - 1930's,Ivory | Bamboo | Paint,"Incomplete set of Tian Jiu, 天九, or Heavens and Nines tiles or Chinese Dominoes. 10 rectangular ivory and black painted wood tiles.  Depressions on one side painted in black and red with red, blue and green incised motifs carved in ivory including flowers, rabbit, dragon, and symbols of the immortals such as fan, sword and flywisk.",unknown,unknown
6413,China,unknown,19th Century - 1930's,Ivory | Bamboo | Paint,"Incomplete set Tian Jiu, 天九, or Heavens and Nines tiles or Chinese Dominoes. 10 rectangular ivory and black painted wood tiles.  Depressions on one side painted in black and red with red, blue and green incised motifs carved in ivory including flowers, rabbit, dragon, and symbols of the immortals such as fan, sword and flywisk.",unknown,unknown
6414,China (uncertain),unknown,unknown,Wood | String,A bar of wood with 2 balls attached by looped string.,unknown,unknown
6415,Tibet,unknown,18th Century,Canvas,"Painting showing eight of the Sixteen Arhats (Skt. Ṣoḍaśa Sthavirāḥ; Lha. Neten Chudruk; WT gnas.brtan.bcu.drug) and two of the Four Heavenly Kings facing the viewer’s left, presumably originally a set together with CG94-1-58B (showing the other eight facing the viewers’ right) and CG94-1-58C showing Śākyamuni with Hva Shang and Dharmatala. The Arhats and Heavenly Kings are shown with their standard iconographic attributes, and the Arhats are labeled with their names in Tibetan.",unknown,54.5 cm
6416,Bahrain | Barbar Road,unknown,unknown,Ceramic,Blue/white glazed china.,unknown,unknown
6417,China (uncertain),unknown,unknown,Mother-of-Pearl,Mother of Pearl.  Oval discs engraved on both sides.,unknown,unknown
6418,China,unknown,Ming Dynasty,Wood | Lacquer,"One panel of lacquered wood 12 panel folding screen.   Incised designs painted with various colored lacs.  Front with scenes in an imperial palace by the water, probably the Han Kung Ya Tsih(Distinguished gathering at the Han palace) or the Hua Yueh Lou of the emperor Ming Huang of the Tang dynasty.  Ladies of the court and attendants with horses, rabbits, lapdogs, pet deer, peacocks and cranes.  Figures shown playing battledore and shuttlecock, swinging, dancing, boating, riding horseback, playing music, playing chess, reading, painting and embroidering.  Border with vases, ancient bronze vessels, jade ornaments, jewels, lingzhi (fungus of longevity), coral and baskets of fruit and flowers.  Back of screen each leaf represents a separate picture of flowers, rocks, birds and especially types of pheasants.  Border with mythological animals, fruits and ancient bronze vessels.",unknown,49.53 cm
6419,China,unknown,Ming Dynasty,Wood | Lacquer,"One panel of lacquered wood 12 panel folding screen.   Incised designs painted with various colored lacs.  Front with scenes in an imperial palace by the water, probably the Han Kung Ya Tsih (Distinguished gathering at the Han palace) or the Hua Yueh Lou of the emperor Ming Huang of the Tang dynasty.  Ladies of the court and attendants with horses, rabbits, lapdogs, pet deer, peacocks and cranes.  Figures shown playing battledore and shuttlecock, swinging, dancing, boating, riding horseback, playing music, playing chess, reading, painting and embroidering.  Border with vases, ancient bronze vessels, jade ornaments, jewels,  lingzhi (fungus of longevity), coral and baskets of fruit and flowers.  Back of screen each leaf represents a separate picture of flowers, rocks, birds and especially types of pheasants.  Border with mythological animals, fruits and ancient bronze vessels.",unknown,49.53 cm
6420,China,unknown,Ming Dynasty,Wood | Lacquer,"One panel of lacquered wood 12 panel folding screen.   Incised designs painted with various colored lacs.  Front with scenes in an imperial palace by the water, probably the Han Kung Ya Tsih(Distinguished gathering at the Han palace) or the Hua Yueh Lou of the emperor Ming Huang of the Tang dynasty.  Ladies of the court and attendants with horses, rabbits, lapdogs, pet deer, peacocks and cranes.  Figures shown playing battledore and shuttlecock, swinging, dancing, boating, riding horseback, playing music, playing chess, reading, painting and embroidering.  Border with vases, ancient bronze vessels, jade ornaments, jewels,  lingzhi (fungus of longevity), coral and baskets of fruit and flowers.  Back of screen each leaf represents a separate picture of flowers, rocks, birds and especially types of pheasants.  Border with mythological animals, fruits and ancient bronze vessels.",unknown,49.53 cm
6421,China,unknown,Ming Dynasty,Wood | Lacquer,"One panel of lacquered wood 12 panel folding screen.   Incised designs painted with various colored lacs.  Front with scenes in an imperial palace by the water, probably the Han Kung Ya Tsih(Distinguished gathering at the Han palace) or the Hua Yueh Lou of the emperor Ming Huang of the Tang dynasty.  Ladies of the court and attendants with horses, rabbits, lapdogs, pet deer, peacocks and cranes.  Figures shown playing battledore and shuttlecock, swinging, dancing, boating, riding horseback, playing music, playing chess, reading, painting and embroidering.  Border with vases, ancient bronze vessels, jade ornaments, jewels,  lingzhi (fungus of longevity), coral and baskets of fruit and flowers.  Back of screen each leaf represents a separate picture of flowers, rocks, birds and especially types of pheasants.  Border with mythological animals, fruits and ancient bronze vessels.",unknown,49.53 cm
6422,China,unknown,Ming Dynasty,Wood | Lacquer,"One panel of lacquered wood 12 panel folding screen.   Incised designs painted with various colored lacs.  Front with scenes in an imperial palace by the water, probably the Han Kung Ya Tsih (Distinguished gathering at the Han palace) or the Hua Yueh Lou of the emperor Ming Huang of the Tang dynasty.  Ladies of the court and attendants with horses, rabbits, lapdogs, pet deer, peacocks and cranes.  Figures shown playing battledore and shuttlecock, swinging, dancing, boating, riding horseback, playing music, playing chess, reading, painting and embroidering.  Border with vases, ancient bronze vessels, jade ornaments, jewels,  lingzhi (fungus of longevity), coral and baskets of fruit and flowers.  Back of screen each leaf represents a separate picture of flowers, rocks, birds and especially types of pheasants.  Border with mythological animals, fruits and ancient bronze vessels.",unknown,49.53 cm
6423,China,unknown,Ming Dynasty,Wood | Lacquer,"One panel of lacquered wood 12 panel folding screen.   Incised designs painted with various colored lacs.  Front with scenes in an imperial palace by the water, probably the Han Kung Ya Tsih(Distinguished gathering at the Han palace) or the Hua Yueh Lou of the emperor Ming Huang of the Tang dynasty.  Ladies of the court and attendants with horses, rabbits, lapdogs, pet deer, peacocks and cranes.  Figures shown playing battledore and shuttlecock, swinging, dancing, boating, riding horseback, playing music, playing chess, reading, painting and embroidering.  Border with vases, ancient bronze vessels, jade ornaments, jewels,  lingzhi (fungus of longevity), coral and baskets of fruit and flowers.  Back of screen each leaf represents a separate picture of flowers, rocks, birds and especially types of pheasants.  Border with mythological animals, fruits and ancient bronze vessels.",unknown,49.53 cm
6424,China,unknown,Ming Dynasty,Wood | Lacquer,"Lacquered wood 12 panel folding screen.   Incised designs painted with various colored lacs.  Front with scenes in an imperial palace by the water, probably the Han Kung Ya Tsih(Distinguished gathering at the Han palace) or the Hua Yueh Lou of the emperor Ming Huang of the Tang dynasty.  Ladies of the court and attendants with horses, rabbits, lapdogs, pet deer, peacocks and cranes.  Figures shown playing battledore and shuttlecock, swinging, dancing, boating, riding horseback, playing music, playing chess, reading, painting and embroidering.  Border with vases, ancient bronze vessels, jade ornaments, jewels, lingzhi (fungus of longevity), coral and baskets of fruit and flowers.  Back of screen each leaf represents a separate picture of flowers, rocks, birds and especially types of pheasants.  Border with mythological animals, fruits and ancient bronze vessels.",unknown,49.53 cm
6425,China,unknown,Ming Dynasty,Wood | Lacquer,"One panel of lacquered wood 12 panel folding screen.   Incised designs painted with various colored lacs.  Front with scenes in an imperial palace by the water, probably the Han Kung Ya Tsih(Distinguished gathering at the Han palace) or the Hua Yueh Lou of the emperor Ming Huang of the Tang dynasty.  Ladies of the court and attendants with horses, rabbits, lapdogs, pet deer, peacocks and cranes.  Figures shown playing battledore and shuttlecock, swinging, dancing, boating, riding horseback, playing music, playing chess, reading, painting and embroidering.  Border with vases, ancient bronze vessels, jade ornaments, jewels,  lingzhi (fungus of longevity), coral and baskets of fruit and flowers.  Back of screen each leaf represents a separate picture of flowers, rocks, birds and especially types of pheasants.  Border with mythological animals, fruits and ancient bronze vessels.",unknown,49.53 cm
6426,China,unknown,Ming Dynasty,Wood | Lacquer,"Lacquered wood 12 panel folding screen.   Incised designs painted with various colored lacs.  Front with scenes in an imperial palace by the water, probably the Han Kung Ya Tsih (Distinguished gathering at the Han palace) or the Hua Yueh Lou of the emperor Ming Huang of the Tang dynasty.  Ladies of the court and attendants with horses, rabbits, lapdogs, pet deer, peacocks and cranes.  Figures shown playing battledore and shuttlecock, swinging, dancing, boating, riding horseback, playing music, playing chess, reading, painting and embroidering.  Border with vases, ancient bronze vessels, jade ornaments, jewels, lingzhi (fungus of longevity), coral and baskets of fruit and flowers.  Back of screen each leaf represents a separate picture of flowers, rocks, birds and especially types of pheasants.  Border with mythological animals, fruits and ancient bronze vessels.",unknown,49.53 cm
6427,China,unknown,Ming Dynasty,Wood | Lacquer,"One panel of lacquered wood 12 panel folding screen.   Incised designs painted with various colored lacs.  Front with scenes in an imperial palace by the water, probably the Han Kung Ya Tsih(Distinguished gathering at the Han palace) or the Hua Yueh Lou of the emperor Ming Huang of the Tang dynasty.  Ladies of the court and attendants with horses, rabbits, lapdogs, pet deer, peacocks and cranes.  Figures shown playing battledore and shuttlecock, swinging, dancing, boating, riding horseback, playing music, playing chess, reading, painting and embroidering.  Border with vases, ancient bronze vessels, jade ornaments, jewels,  lingzhi (fungus of longevity), coral and baskets of fruit and flowers.  Back of screen each leaf represents a separate picture of flowers, rocks, birds and especially types of pheasants.  Border with mythological animals, fruits and ancient bronze vessels.",unknown,49.53 cm
6428,China,unknown,Ming Dynasty,Wood | Lacquer,"One panel of lacquered wood 12 panel folding screen.   Incised designs painted with various colored lacs.  Front with scenes in an imperial palace by the water, probably the Han Kung Ya Tsih(Distinguished gathering at the Han palace) or the Hua Yueh Lou of the emperor Ming Huang of the Tang dynasty.  Ladies of the court and attendants with horses, rabbits, lapdogs, pet deer, peacocks and cranes.  Figures shown playing battledore and shuttlecock, swinging, dancing, boating, riding horseback, playing music, playing chess, reading, painting and embroidering.  Border with vases, ancient bronze vessels, jade ornaments, jewels, lingzhi (fungus of longevity), coral and baskets of fruit and flowers.  Back of screen each leaf represents a separate picture of flowers, rocks, birds and especially types of pheasants.  Border with mythological animals, fruits and ancient bronze vessels.",unknown,49.53 cm
6429,Japan,unknown,16th Century - 17th Century,Wood,"One of a pair of wooden painted temple lions (shishi).  These lions are frequently found guarding the doors to temples. The lion, an important symbol of the Buddha, was not native to either China or Japan. Consequently, the shishi found in both China and Japan take on a dog-like appearance.",39 cm,unknown
6430,China,unknown,Ming Dynasty,Wood | Lacquer,"Lacquered wood 12 panel folding screen. Incised designs painted with various colored lacs. Front with scenes in an imperial palace by the water, probably the Han Kung Ya Tsih (Distinguished gathering at the Han palace) or the Hua Yueh Lou of the emperor Ming Huang of the Tang dynasty.  Ladies of the court and attendants with horses, rabbits, lapdogs, pet deer, peacocks and cranes.  Figures shown playing battledore and shuttlecock, swinging, dancing, boating, riding horseback, playing music, playing weiqi, reading, painting and embroidering.  Border with vases, ancient bronze vessels, jade ornaments, jewels, lingzhi (fungus of longevity), coral and baskets of fruit and flowers.  Back of screen each leaf represents a separate picture of flowers, rocks, birds and especially types of pheasants.  Border with mythological animals, fruits and ancient bronze vessels.",unknown,49.53 cm
6431,China (uncertain),unknown,unknown,Ceramic | Glaze,"Ceramic with black, green, and lavender floral design. Square hole in bottom.",5.4 cm,unknown
6432,China (uncertain),unknown,unknown,Ceramic | Glaze,"Ceramic with black, green, and lavender floral design. Square hole in bottom.",5.4 cm,unknown
6433,Bahrain | East Barbar,unknown,unknown,Ceramic,Blue/white glazed china. (Chinese; later than site),unknown,unknown
6434,Bahrain | Barbar Road,unknown,unknown,Ceramic,Blue and black/white glazed china.,unknown,unknown
6435,Japan,unknown,16th Century - 17th Century,Wood,"One of a pair of wooden painted temple lions (shishi).  These lions are frequently found guarding the doors to temples. The lion, an important symbol of the Buddha, was not native to either China or Japan. Consequently, the shishi found in both China and Japan take on a dog-like appearance.Thorn on head.",37 cm,unknown
6436,China (uncertain),unknown,unknown,Ceramic | Glaze,Ceramic with blue and white glaze. Square hole in bottom.,5.5 cm,unknown
6437,China (uncertain),unknown,unknown,Ceramic | Glaze,Ceramic with blue and white glaze. Square hole in bottom.,5.5 cm,unknown
6438,China (uncertain),unknown,unknown,Ceramic | Glaze,Ceramic with yellow glaze over incised design. Round hole in bottom.,4.9 cm,unknown
6439,China (uncertain),unknown,unknown,Ceramic | Glaze,Ceramic with yellow glaze over incised design. Round hole in bottom.,4.9 cm,unknown
6440,United States of America | Pennsylvania | Philadelphia County | Philadelphia | University of Pennsylvania Museum,unknown,unknown,Ceramic,Torso of china doll (2014).,4.5 cm,2.5 cm
6441,China (uncertain),unknown,unknown,Wax | Bamboo,"Each candle, made of wood, has red wax with white and green decorations on the top.",27 cm,unknown
6442,Bahrain | Ras Qala'a,unknown,20th century,Porcelain,a-b: red painted white fluted china,unknown,unknown
6443,Bahrain | Ras Qala'a,unknown,20th century,Porcelain,"orange, blue, brown paint on white china",unknown,unknown
6444,China (uncertain),unknown,unknown,Wax | Bamboo,"Each candle, made of wood, has red wax with white and green decorations on the top.",27 cm,unknown
6445,China (uncertain),unknown,unknown,Wax | Bamboo,"Each candle, made of wood, has red wax with white and green decorations on the top.",27 cm,unknown
6446,China (uncertain),unknown,unknown,Wax | Bamboo,"Each candle, made of wood, has red wax with white and green decorations on the top.",27 cm,unknown
6447,China (uncertain),unknown,unknown,Wax | Bamboo,"Each candle, made of wood, has red wax with white and green decorations on the top.",27 cm,unknown
6448,United States of America | South Dakota (uncertain),unknown,unknown,Shell | Glass,"2"" shell disc with string of china beads; wristlet.",19 cm,5.2 cm
6449,Japan (uncertain) | China (uncertain),unknown,18th Century,Ivory,Detached front left foot from a carving of a fully articulated ivory dragon.,unknown,unknown
6450,Japan (uncertain) | China (uncertain),unknown,18th Century,Ivory,Detached back right foot from a carving of a fully articulated ivory dragon.,unknown,unknown
6451,Japan (uncertain) | China (uncertain),unknown,18th Century,Ivory,Carving of a fully articulated ivory dragon.  Three of the 4 feet detached.,unknown,unknown
6452,China (uncertain),unknown,19th Century - 1940,Feathers | Palm Leaf | Horn (animal part),Fan made with hawk (?)  feathers. Split palm handle with horn ferrule.,unknown,unknown
6453,China (uncertain) | Annam (uncertain),unknown,1744-1911,Silk,Not actual Chinese official squares: wedding or Annamese squares probably. See 52-23-103.,unknown,36.5 cm
6454,China (uncertain) | Annam (uncertain),unknown,1744-1911,Silk,Not actual Chinese official squares: wedding or Annamese squares probably. See 52-23-103.,unknown,36.7 cm
6455,Japan (uncertain) | China (uncertain),unknown,18th Century,Ivory,Detached front right leg and foot from a carving of a fully articulated ivory dragon.,unknown,unknown
6456,China (uncertain),unknown,1900 - 1904,Ceramic,"Pottery scepter.  Glazed, white and blue, with figures.  Nyoi.  In 2 section.",37 cm,10.5 cm
6457,United States of America | Alaska | Copper River | Alaganik,unknown,unknown,Ceramic,"11 Beads, 1 button.",unknown,unknown
6458,Wyoming | Wind River Reservation,unknown,unknown,Ceramic | Bone | Pigment,"Set of 6 dice with basket #36857 - 3 blue china, 3 bone.",unknown,unknown
6459,China (uncertain) | Korea (uncertain),unknown,unknown,Clay,"Hard grey ware. Flat base, sides expanding to rounded shoulder. Very short, narrow neck with wider vertical rim sharply carinated at its base.",unknown,unknown
6460,China (uncertain),unknown,1900 - 1904,Ceramic | Glaze,"Pottery scepter.  Glazed, white and blue, with figures.  Nyoi.  In 2 section.",48 cm,13 cm
6461,China (uncertain),unknown,unknown,Porcelain | Glaze,"One pair of porcelain scroll ends. Plain lavender glaze, no decoration. Round hole for fitting. Number on object is #239.",5.4 cm,unknown
6462,China (uncertain),unknown,unknown,Porcelain | Glaze,"One pair of porcelain scroll ends. Plain lavender glaze, no decoration. Round hole for fitting. Number on object is #239.",5.4 cm,unknown
6463,Southern China,unknown,unknown,Ceramic,Small blue-black bowl with white glazed interior. Small segment of base uncolored. Raised foot rim.,unknown,unknown
6464,United States of America | Pennsylvania | Philadelphia County | Philadelphia | University of Pennsylvania Museum,unknown,18th to 19th centuries,Ceramic,"Plate fragment with ""CHINA, …S"" on it",12.7 cm,11.75 cm
6465,United States of America | Arizona | First Mesa | Walpi,unknown,unknown,Wood | Paint,"Flat, wooden Katsina cradle doll. The face is painted green (now faded) with a band of multicolored squares covering the mouth. The hair is painted black and hangs partway down the back. The body is painted white and red with green and yellow arms. This is likely a variation of the Long Haired (Angak'china) Katsina. (Colton, H. 1959 #127, Wright, B., 1973 #172)",unknown,6 cm
6466,United States of America | Arizona,unknown,unknown,Cottonwood (Tree) | Paint | Feather | Cotton String,"Wooden Katsina doll. The face is painted white with a horizontal band of multicolored squares over the mouth. The hair is painted black and a tuft of feathers is attached to the top of the head. The body is painted black and yellow and a kilt is painted around the waist. This is likely a variation of the Long Haired (Angak'china) Katsina. (Colton, H. 1959 #127, Wright, B., 1973 #172)",0 cm,8.5 cm
6467,China (uncertain),unknown,unknown,Hobnails | Leather,"Pair of leather shoes in Chinese slip-on style, with sewn decoration on toe and heel and prominent hobnails on the sole. Dark in color.",26.04 cm,9.53 cm
6468,China (uncertain),unknown,17th Century - 19th Century,Ceramic | Glaze,Ceramic with yellow background and purple and green floral design. Square hole in bottom.,5.4 cm,unknown
6469,Bahrain | Ras Qala'a,unknown,20th century,Ceramic,Painted blue/white and brown exterior china,unknown,unknown
6470,Japan (uncertain) | China (uncertain),unknown,Chenghua,Porcelain,Cup-like jar of enamelled porcelain.  Seal Qing Hua.  Cover made later in Japan and is ivory (5772B).,unknown,unknown
6471,China (uncertain),unknown,unknown,Hobnails | Leather,"Pair of leather shoes in Chinese slip-on style, with sewn decoration on toe and heel and prominent hobnails on the sole. Dark in color.",26.04 cm,9.53 cm
6472,United States of America | Pennsylvania | Philadelphia County | Philadelphia | University of Pennsylvania Museum,unknown,18th to 19th centuries,Ceramic,"Plate fragment with ""STONE CHINA, …CESS BURSLEM"" on it",9.21 cm,10.16 cm
6473,Bahrain | Ras Qala'a,unknown,17th century,Porcelain,Painted blue/white china,unknown,unknown
6474,Bahrain | Ras Qala'a,unknown,post 1500,Ceramic,blue-grey on bluff white glazed china,unknown,unknown
6475,China (uncertain),unknown,17th Century - 19th Century,Ceramic | Glaze,Ceramic with yellow background and purple and green floral design. Square hole in bottom.,5.4 cm,unknown
6476,China (uncertain) | Japan (uncertain),unknown,unknown,unknown,Seated male figure inside of a shrine. Stone shrine with a wooden base. Reverse has an openwork carving.,unknown,7.1 cm
6477,United States of America | Pennsylvania | Philadelphia County | Philadelphia | University of Pennsylvania Museum,unknown,18th to 19th centuries,Ceramic,"Larger plate fragment with ""[IRON]STONE CHINA"" on it",7.3 cm,6.35 cm
6478,United States of America | Pennsylvania | Philadelphia County | Philadelphia | University of Pennsylvania Museum,unknown,18th to 19th centuries,Ceramic,"Plate fragment with ""IRONSTONE CHINA A. W. M."" on it",11.11 cm,13.97 cm
6479,United States of America | Pennsylvania | Philadelphia County | Philadelphia | University of Pennsylvania Museum,unknown,18th to 19th centuries,Ceramic,"Half-complete bowl with ""IRONSTONE CHINA, COXON & CO."" on it",16.83 cm,17.14 cm
6480,China (uncertain),Stanford White Company,unknown,Aluminum | String,Reproduction of A. Aluminum bar with 2 balls attached by looped string. Bar is stamped Stanford White Co.,unknown,unknown
