id,tombstone,title,creation_date,collection,provenance,url,image_web
2752,"dance of rainbow light, 2006. wen lihua (chinese, b. 1974). embroidery; mercerized cotton; one of four panels; each panel: 119.8 x 100.3 cm (47 3/16 x 39 1/2 in.). the cleveland museum of art, gift of the textile art alliance 2012.81.d",dance of rainbow light,2006,textiles,[],https://clevelandart.org/art/2012.81.d,no_image
2753,"last days of village wen, 2011. yun-fei ji (chinese, b. 1963). pair of handscrolls; ink and color on xuan paper; painting only: 34.6 x 657.8 cm (13 5/8 x 259 in.); painting only: 34.6 x 610.8 cm (13 5/8 x 240 1/2 in.). the cleveland museum of art, the severance and greta millikin purchase fund 2012.99",last days of village wen,2011,asian - handscroll,"collection of the artist, new york, ny (2011-2012); (james cohan gallery, new york, ny, sold to the cleveland museum of art) (2012); the cleveland museum of art, cleveland, oh (2012-)",https://clevelandart.org/art/2012.99,no_image
2754,"last days of village wen, 2011. yun-fei ji (chinese, b. 1963). handscroll, ink and color on xuan paper; overall: 37.8 x 953.2 cm (14 7/8 x 375 1/4 in.); painting only: 34.6 x 657.8 cm (13 5/8 x 259 in.). the cleveland museum of art, the severance and greta millikin purchase fund 2012.99.1",last days of village wen,2011,asian - handscroll,"collection of the artist, new york, ny (2011-2012); (james cohan gallery, new york, ny, sold to the cleveland museum of art) (2012); the cleveland museum of art, cleveland, oh (2012-)",https://clevelandart.org/art/2012.99.1,no_image
2755,"last days of village wen, 2011. yun-fei ji (chinese, b. 1963). handscroll, ink and color on xuan paper; overall: 37 x 942.2 cm (14 9/16 x 370 15/16 in.); painting only: 34.6 x 610.8 cm (13 5/8 x 240 1/2 in.). the cleveland museum of art, the severance and greta millikin purchase fund 2012.99.2",last days of village wen,2011,asian - handscroll,"collection of the artist, new york, ny (2011-2012); (james cohan gallery, new york, ny, sold to the cleveland museum of art) (2012); the cleveland museum of art, cleveland, oh (2012-)",https://clevelandart.org/art/2012.99.2,no_image
2756,"reflection, 2002. irene chou (chinese, 1924–2011). ink, color, and acrylic on paper; overall: 60 x 96 cm (23 5/8 x 37 13/16 in.). the cleveland museum of art, mr. and mrs. richard w. whitehill art purchase endowment fund 2013.32",reflection,2002,chinese art,"the artist's collection, brisbane, australia, by descent to the artist's family (2002–after 2011); (lok ku gallery ltd., hong kong, sold to the cleveland museum of art) (?–2013); the cleveland museum of art, cleveland, oh (2013–)",https://clevelandart.org/art/2013.32,no_image
2757,"my heart is the universe, c. 2000. irene chou (chinese, 1924–2011). ink, color, and acrylic on silk; overall: 63.5 x 95.9 cm (25 x 37 3/4 in.). the cleveland museum of art, mr. and mrs. richard w. whitehill art purchase endowment fund 2013.33",my heart is the universe,c. 2000,chinese art,"the artist's collection, brisbane, australia, by descent to the artist's family (c. 2000–after 2011); (lok ku gallery ltd., hong kong, sold to the cleveland museum of art) (?–2013); the cleveland museum of art, cleveland, oh (2013–)",https://clevelandart.org/art/2013.33,no_image
2758,"olive press portfolio ii: barnett newman: the chronology of work, 1992. david diao (chinese, 1943-), printed at olive press, cornell university, ithaca, new york, printer: sam squires. color screenprint; sheet: 76.4 x 106.2 cm (30 1/16 x 41 13/16 in.); image: 57.2 x 96.9 cm (22 1/2 x 38 1/8 in.). the cleveland museum of art, gift of linda and dr. jack lissauer in honor of dr. jane glaubinger's 40th year at the cleveland museum of art 2013.471.3",olive press portfolio ii: barnett newman: the chronology of work,1992,pr - screenprint,olive press; lissauers,https://clevelandart.org/art/2013.471.3,no_image
2759,"olive press portfolio ii: barnett newman: the paintings (blue), 1992. david diao (chinese, 1943-), printed at olive press, cornell university, ithaca, new york, printer: sam squires. color screenprint, 1 of suite of 4: blue; sheet: 57.8 x 106.5 cm (22 3/4 x 41 15/16 in.); image: 39.2 x 100.1 cm (15 7/16 x 39 7/16 in.). the cleveland museum of art, gift of linda and dr. jack lissauer in honor of dr. jane glaubinger's 40th year at the cleveland museum of art 2013.471.3.1",olive press portfolio ii: barnett newman: the paintings (blue),1992,pr - screenprint,[],https://clevelandart.org/art/2013.471.3.1,no_image
2760,"olive press portfolio ii: barnett newman: the paintings (red), 1992. david diao (chinese, 1943-), printed at olive press, cornell university, ithaca, new york, printer: sam squires. color screenprint, 1 of suite of 4: red; sheet: 57.9 x 106.4 cm (22 13/16 x 41 7/8 in.); image: 39.2 x 100.1 cm (15 7/16 x 39 7/16 in.). the cleveland museum of art, gift of linda and dr. jack lissauer in honor of dr. jane glaubinger's 40th year at the cleveland museum of art 2013.471.3.2",olive press portfolio ii: barnett newman: the paintings (red),1992,pr - screenprint,[],https://clevelandart.org/art/2013.471.3.2,no_image
2761,"olive press portfolio ii: barnett newman: the paintings (yellow), 1992. david diao (chinese, 1943-), printed at olive press, cornell university, ithaca, new york, printer: sam squires. color screenprint, 1 of suite of 4: yellow; sheet: 58 x 106.7 cm (22 13/16 x 42 in.); image: 39.2 x 100.1 cm (15 7/16 x 39 7/16 in.). the cleveland museum of art, gift of linda and dr. jack lissauer in honor of dr. jane glaubinger's 40th year at the cleveland museum of art 2013.471.3.3",olive press portfolio ii: barnett newman: the paintings (yellow),1992,pr - screenprint,[],https://clevelandart.org/art/2013.471.3.3,no_image
2762,"prunus wood, 1700–1899. china, qing dynasty (1644-1911). wood carving; overall: 48.3 cm (19 in.). the cleveland museum of art, alma kroeger fund 2015.66",prunus wood,1700–1899,china - qing dynasty,"dr. sherman e. lee [1918–2008], cleveland, oh (before 1981–?); (kaikodo america inc., new york, ny, sold to the cleveland museum of art) (?–2015); the cleveland museum of art, cleveland, oh (2015–)",https://clevelandart.org/art/2015.66,https://openaccess-cdn.clevelandart.org/2015.66/2015.66_web.jpg
2763,"new primordial chaos, 2014. michael cherney (american, b. 1969). photograph in handscroll format, ink on mitsumata washi paper; image: 29.7 x 86.2 cm (11 11/16 x 33 15/16 in.); overall: 31.6 x 337.2 cm (12 7/16 x 132 3/4 in.). the cleveland museum of art, the jane b. tripp charitable lead annuity trust 2015.80",new primordial chaos,2014,chinese art,"collection of the artist (2014–2015); (kaikodo america inc., new york, ny, sold to the cleveland museum of art) (2015); the cleveland museum of art, cleveland, oh (2015–)",https://clevelandart.org/art/2015.80,no_image
2764,"winter scene, 960–1279. china, song dynasty (960-1279). album leaf, ink on silk; diameter: 24 cm (9 7/16 in.). the cleveland museum of art, gift of the john huntington art and polytechnic trust 1915.699",winter scene,960–1279,asian - album leaf,"dr. j. c. [john calvin] ferguson [1866-1945], newton, ma (?-1915); the cleveland museum of art, cleveland, oh (1915-)",https://clevelandart.org/art/1915.699,https://openaccess-cdn.clevelandart.org/1915.699/1915.699_web.jpg
2765,"dog watching, 960–1279. china, song dynasty (960-1279). album leaf, ink and color on silk; diameter: 22.6 cm (8 7/8 in.). the cleveland museum of art, gift of the john huntington art and polytechnic trust 1915.700",dog watching,960–1279,china - song dynasty,[],https://clevelandart.org/art/1915.700,https://openaccess-cdn.clevelandart.org/1915.700/1915.700_web.jpg
2766,"mountain terrace and pavilion, 960–1279. china, song dynasty (960-1279). album leaf, ink on silk; diameter: 24.6 cm (9 11/16 in.). the cleveland museum of art, gift of the john huntington art and polytechnic trust 1915.701",mountain terrace and pavilion,960–1279,china - song dynasty,"dr. j. c. [john calvin] ferguson 福開森 [1866–1945], newton, ma, given to the cleveland museum of art (?–1915); the cleveland museum of art, cleveland, oh (1915–)",https://clevelandart.org/art/1915.701,https://openaccess-cdn.clevelandart.org/1915.701/1915.701_web.jpg
2767,"landscape with poet tao yuanming (365–472 ce), 1200s–1400s. china, ming dynasty (1368-1644) or earlier. album leaf; ink and color on silk; diameter: 25.7 cm (10 1/8 in.). the cleveland museum of art, gift of the john huntington art and polytechnic trust 1915.702",landscape with poet tao yuanming (365–472 ce),1200s–1400s,asian - album leaf,"dr. john c ferguson 福開森 [1866–1945] (? before 1915); h. w. [henry watson] kent [1866–1948] as agent for the john huntington art and polytechnic trust; john huntington art and polytechnic trust, cleveland, oh, given to the cleveland museum of art (1915); the cleveland museum of art, cleveland, oh (1915–)",https://clevelandart.org/art/1915.702,https://openaccess-cdn.clevelandart.org/1915.702/1915.702_web.jpg
2768,"three horsemen hunting wild geese, 960–1279. china, song dynasty (960-1279). album leaf, ink and color on silk; overall: 21 x 23.4 cm (8 1/4 x 9 3/16 in.). the cleveland museum of art, gift of the john huntington art and polytechnic trust 1915.703",three horsemen hunting wild geese,960–1279,china - song dynasty,[],https://clevelandart.org/art/1915.703,https://openaccess-cdn.clevelandart.org/1915.703/1915.703_web.jpg
2769,"a palace, 1271–1368. china, yuan dynasty (1271-1368). album leaf; ink and color on silk; diameter: 26.2 cm (10 5/16 in.). the cleveland museum of art, gift of the john huntington art and polytechnic trust 1915.704",a palace,1271–1368,china - yuan dynasty,"dr. john c. ferguson 福開森 [1866–1945], newton, ma, sold to the john huntington art and polytechnic trust for gift to the cleveland museum of art (?–1915); the cleveland museum of art, cleveland, oh (1915–)",https://clevelandart.org/art/1915.704,https://openaccess-cdn.clevelandart.org/1915.704/1915.704_web.jpg
2770,"a pavilion, 1127–1279. china, southern song dynasty (1127-1279) ?. album leaf; ink and color on silk; overall: 17.8 x 21 cm (7 x 8 1/4 in.). the cleveland museum of art, gift of the john huntington art and polytechnic trust 1915.705",a pavilion,1127–1279,asian - album leaf,"dr. j. c. [john calvin] ferguson [1866-1945], newton, ma, given to the cleveland museum of art (?-1915); the cleveland museum of art, cleveland, oh (1915-)",https://clevelandart.org/art/1915.705,https://openaccess-cdn.clevelandart.org/1915.705/1915.705_web.jpg
2771,"a pastoral scene, 1271–1368(?). china, yuan dynasty (1271-1368) ?. album leaf; ink and color on silk; overall: 20.2 x 18.8 cm (7 15/16 x 7 3/8 in.). the cleveland museum of art, gift of the john huntington art and polytechnic trust 1915.706",a pastoral scene,1271–1368(?),china - yuan dynasty,"(dr. john c. ferguson 福開森 [1866–1945], sold to the cleveland museum of art through h. w. [henry watson] kent [1866–1948]) (?–1915); the cleveland museum of art, cleveland, oh (1915–)",https://clevelandart.org/art/1915.706,https://openaccess-cdn.clevelandart.org/1915.706/1915.706_web.jpg
2772,"man on a hillside under a tree overlooking a river, 1368?-1644?. china, ming dynasty (1368-1644) ?. album leaf, ink and color on silk; overall: 23.4 x 25.3 cm (9 3/16 x 9 15/16 in.). the cleveland museum of art, gift of the john huntington art and polytechnic trust 1915.707",man on a hillside under a tree overlooking a river,1368?-1644?,china - ming dynasty,[],https://clevelandart.org/art/1915.707,https://openaccess-cdn.clevelandart.org/1915.707/1915.707_web.jpg
2773,"lake scene, 1368–1644(?). china, ming dynasty (1368-1644) ?. album leaf, ink and color on silk; the cleveland museum of art, gift of the john huntington art and polytechnic trust 1915.708",lake scene,1368–1644(?),asian - album leaf,"dr. j. c. [john calvin] ferguson [福開森, 1866–1945], sold to the john huntington art and polytechnic trust as gift to the cleveland museum of art (?–1915); the cleveland museum of art, cleveland, oh (1915–)",https://clevelandart.org/art/1915.708,https://openaccess-cdn.clevelandart.org/1915.708/1915.708_web.jpg
2774,"landscape, 1644–1911. china, qing dynasty (1644-1911). ink and color on silk panel; overall: 177.5 x 105.4 cm (69 7/8 x 41 1/2 in.). the cleveland museum of art, gift of the john huntington art and polytechnic trust 1915.709",landscape,1644–1911,china - qing dynasty,[],https://clevelandart.org/art/1915.709,https://openaccess-cdn.clevelandart.org/1915.709/1915.709_web.jpg
2775,"eagles, 1368–1644. china, ming dynasty (1368–1644). ink and color on silk panel; painting: 167.2 x 98.4 cm (65 13/16 x 38 3/4 in.); overall framed: 189.3 x 114.5 cm (74 1/2 x 45 1/16 in.). the cleveland museum of art, gift of the john huntington art and polytechnic trust 1915.710",eagles,1368–1644,china - ming dynasty,"dr. john calvin ferguson [1866-1945] given to the cleveland museum of art (?-1915); the cleveland museum of art, cleveland, oh (1915-)",https://clevelandart.org/art/1915.710,https://openaccess-cdn.clevelandart.org/1915.710/1915.710_web.jpg
2776,"plants and insects, 1368–1644. china, ming dynasty (1368–1644). ink and color on silk panel; painting: 147.3 x 106.6 cm (58 x 41 15/16 in.). the cleveland museum of art, gift of the john huntington art and polytechnic trust 1915.711",plants and insects,1368–1644,china - ming dynasty,[],https://clevelandart.org/art/1915.711,https://openaccess-cdn.clevelandart.org/1915.711/1915.711_web.jpg
2777,"squirrel on a pine branch, 1500s. song tian (chinese, active 1300s). hanging scroll, ink on paper; overall: 119.7 x 66.4 cm (47 1/8 x 26 1/8 in.). the cleveland museum of art, gift from the collection of george gund iii 2015.498",squirrel on a pine branch,1500s,asian - hanging scroll,"(heisondo co., ltd., tokyo, japan, sold to george gund iii) (?-1997); george gund iii [1937-2013] bequest to the cleveland museum of art (1997-2015); the cleveland museum of art, cleveland, oh (2015-)",https://clevelandart.org/art/2015.498,https://openaccess-cdn.clevelandart.org/2015.498/2015.498_web.jpg
2778,"lamp stand with coiling dragons and lotus design, 581–907. china, sui dynasty (581-618) to early tang dynasty (618-907). glazed earthenware, sancai (three-color ware); height: 22.8 cm (9 in.). the cleveland museum of art, gift of donna and james reid 2017.13",lamp stand with coiling dragons and lotus design,581–907,china - sui dynasty,"donna [b. 1931] and james reid [1926–2020], cleveland heights, oh, given to the cleveland museum of art (1997–2016); the cleveland museum of art, cleveland, oh (2017-)",https://clevelandart.org/art/2017.13,https://openaccess-cdn.clevelandart.org/2017.13/2017.13_web.jpg
2779,"jar with applied floral decoration, 618–907. china, tang dynasty (618-907). glazed earthenware, sancai (three-color ware); overall: 20.2 x 28.5 cm (7 15/16 x 11 1/4 in.). the cleveland museum of art, gift of donna and james reid 2017.14",jar with applied floral decoration,618–907,china - tang dynasty,"(kaikodo new york, ny, sold to donna and james reid) (?–september 15, 1996); donna [b. 1931] and james reid [1926–2020], cleveland heights, oh, given to the cleveland museum of art (september 15, 1996–2017); the cleveland museum of art, cleveland, oh (2017–)",https://clevelandart.org/art/2017.14,https://openaccess-cdn.clevelandart.org/2017.14/2017.14_web.jpg
2780,"headrest with three lions, 916–1125. china, liao dynasty (916-1125). glazed earthenware, sancai (three-color ware); overall: 13.4 x 37.9 x 18.2 cm (5 1/4 x 14 15/16 x 7 3/16 in.). the cleveland museum of art, gift of donna and james reid 2017.15",headrest with three lions,916–1125,china - liao dynasty,"(kaikodo, new york, ny); donna [b. 1931] and james reid [1926–2020], cleveland heights, oh, given to the cleveland museum of art (?–2017); the cleveland museum of art, cleveland, oh (2017–)",https://clevelandart.org/art/2017.15,https://openaccess-cdn.clevelandart.org/2017.15/2017.15_web.jpg
2781,"funerary urn (hunping) with figures, pavilions, and birds, 265–316 ce. china, western jin dynasty (265-316 ce). glazed stoneware with molded and sculpted decoration; overall: 53 x 30 cm (20 7/8 x 11 13/16 in.). the cleveland museum of art, gift of donna and james reid 2017.22","funerary urn (hunping) with figures, pavilions, and birds",265–316 ce,china - southern dynasties,"donna [b. 1931] and james reid [1926–2020], cleveland heights, oh, given to the cleveland museum of art (?–2017); the cleveland museum of art, cleveland, oh (2017–)",https://clevelandart.org/art/2017.22,https://openaccess-cdn.clevelandart.org/2017.22/2017.22_web.jpg
2782,"covered jar with carved lotus petals, 386–581 ce. china, northern dynasties period (386-581). glazed stoneware; lid: 2.8 x 14.1 cm (1 1/8 x 5 9/16 in.); vessel only: 21.8 x 24.3 cm (8 9/16 x 9 9/16 in.). the cleveland museum of art, gift of donna and james reid 2017.16",covered jar with carved lotus petals,386–581 ce,china - northern dynasties,"donna [b. 1931] and james reid [1926–2020], cleveland heights, oh, given to the cleveland museum of art (1997–2017); the cleveland museum of art, cleveland, oh (2017–)",https://clevelandart.org/art/2017.16,https://openaccess-cdn.clevelandart.org/2017.16/2017.16_web.jpg
2783,"ewer, 618–907. china, tang dynasty (618-907). glazed stoneware, huangdao ware; overall: 27 x 20.3 cm (10 5/8 x 8 in.). the cleveland museum of art, gift of donna and james reid 2017.17",ewer,618–907,china - tang dynasty,"(sotheby's new york, 19 march 1997, lot 205. sold to donna and james reid) (1997); donna [b. 1931] and james reid [1926-2020], cleveland heights, oh, given to the cleveland museum of art (1997-2016); the cleveland museum of art, cleveland, oh (2017-)",https://clevelandart.org/art/2017.17,https://openaccess-cdn.clevelandart.org/2017.17/2017.17_web.jpg
2784,"jar with handles and vertical ribs, 1271–1368. china, yuan dynasty (1271-1368). glazed stoneware, cizhou ware; overall: 24 x 24.5 cm (9 7/16 x 9 5/8 in.). the cleveland museum of art, gift of donna and james reid 2017.18",jar with handles and vertical ribs,1271–1368,china - yuan dynasty,"(sotheby's new york, 19 march 1997, lot 208, sold to donna and james reid) (1997); donna [b. 1931] and james reid [1926-2020], cleveland heights, oh, given to the cleveland museum of art (1997-2016); the cleveland museum of art, cleveland, oh (2017-)",https://clevelandart.org/art/2017.18,https://openaccess-cdn.clevelandart.org/2017.18/2017.18_web.jpg
2785,"conical bowl with carved babies and floral motif, 960–1279. china, song dynasty (960-1279). porcelain with pale bluish-white glaze, qingbai (""blue-white"") ware; overall: 7.8 x 20.3 cm (3 1/16 x 8 in.); diameter: 21.6 cm (8 1/2 in.). the cleveland museum of art, gift of donna and james reid 2017.19",conical bowl with carved babies and floral motif,960–1279,china - song dynasty,"donna [b. 1931] and james reid [1926-2020], cleveland heights, oh, given to the cleveland museum of art (?-2016); the cleveland museum of art, cleveland, oh (2017-)",https://clevelandart.org/art/2017.19,https://openaccess-cdn.clevelandart.org/2017.19/2017.19_web.jpg
2786,"meiping vase with carved floral sprays, 960–1279. china, song dynasty (960-1279). porcelain with pale bluish-white glaze, qingbai (""blue-white"") ware; overall: 37.7 x 23.5 cm (14 13/16 x 9 1/4 in.). the cleveland museum of art, gift of donna and james reid 2017.20",meiping vase with carved floral sprays,960–1279,china - song dynasty,"(delicate house, chinese curios, hong kong, 19 april 2002. sold to donna and james reid) (2002); donna [b. 1931] and james reid [1926–2020], cleveland heights, oh, given to the cleveland museum of art (2002–2016); the cleveland museum of art, cleveland, oh (2017–)",https://clevelandart.org/art/2017.20,https://openaccess-cdn.clevelandart.org/2017.20/2017.20_web.jpg
2787,"urn with triangular patterns, c. 3300–c. 2000 bce. northwest china, neolithic period, majiayao culture. earthenware with slip-painted decoration; overall: 36.5 x 39.5 cm (14 3/8 x 15 9/16 in.). the cleveland museum of art, gift of donna and james reid 2017.21",urn with triangular patterns,c. 3300–c. 2000 bce,china - neolithic,"donna [b. 1931] and james reid [1926-2020], cleveland heights, oh, given to the cleveland museum of art (2006-2016); the cleveland museum of art, cleveland, oh (2017-)",https://clevelandart.org/art/2017.21,https://openaccess-cdn.clevelandart.org/2017.21/2017.21_web.jpg
2788,"poetic pattern of song ware, 2016. zeng xiaojun (chinese, b. 1954). ink and color on paper; 164.3 x 163.8 cm (64 11/16 x 64 1/2 in.). the cleveland museum of art, nancy f. and joseph p. keithley collection gift 2020.146 ? zeng xiaojun",poetic pattern of song ware,2016,dr - misc. countries,"collection of the artist (2016); (eskenazi ltd., london, united kingdom, sold to mr. and mrs. joseph p. keithley) (2016); nancy f. and joseph p. keithley, cleveland, oh, given to the cleveland museum of art (2016–2020); the cleveland museum of art, cleveland, oh (march 2, 2020–)",https://clevelandart.org/art/2020.146,no_image
2789,"panorama no. 2, 2015–2016. liu wei (chinese, b. 1972). oil on canvas; 350 x 400 cm (137 13/16 x 157 1/2 in.). the cleveland museum of art, gift of mr. richard jeschelnig and mrs. michelle shan jeschelnig 2017.103",panorama no. 2,2015–2016,contemp - painting,[],https://clevelandart.org/art/2017.103,no_image
2790,"yang guifei leaving the bath, 1700s. gu jianlong (chinese, 1606–after 1689). hanging scroll; ink, colors and gold on silk; painting only: 96.5 x 44.1 cm (38 x 17 3/8 in.); overall with knobs: 231.8 x 73 cm (91 1/4 x 28 3/4 in.). the cleveland museum of art, gift of the mch foundation 2017.65",yang guifei leaving the bath,1700s,asian - hanging scroll,"mrs. becker, suburban kansas city, by descent to her son, paul becker; paul becker, sold to alan kennedy ltd.; (alan kennedy ltd., sold to the mch foundation) (?–2017); mch foundation, gift to the cleveland museum of art (2017); the cleveland museum of art, cleveland, oh (2017–)",https://clevelandart.org/art/2017.65,https://openaccess-cdn.clevelandart.org/2017.65/2017.65_web.jpg
2791,"good things come in pairs 8, 2011. peng wei (chinese, b. 1974). silk: plain weave, painted with ink and colors; 28 x 18 x 5 cm (11 x 7 1/16 x 1 15/16 in.). the cleveland museum of art, dudley p. allen fund 2017.64 ? peng wei",good things come in pairs 8,2011,chinese art,"collection of the artist, beijing, china, sold to the cleveland museum of art (2011-2017); the cleveland museum of art, cleveland, oh (2017-)",https://clevelandart.org/art/2017.64,no_image
2792,"covered jar with carved lotus petals, 386–581 ce. china, northern dynasties period (386-581). glazed stoneware; overall: 21.8 cm (8 9/16 in.); diameter: 24.3 cm (9 9/16 in.). the cleveland museum of art, gift of donna and james reid 2017.16.a",covered jar with carved lotus petals,386–581 ce,china - northern dynasties,"donna [b. 1931] and james reid [1926–2020], cleveland heights, oh, given to the cleveland museum of art (1997–2017); the cleveland museum of art, cleveland, oh (2017–)",https://clevelandart.org/art/2017.16.a,https://openaccess-cdn.clevelandart.org/2017.16.a/2017.16.a_web.jpg
2793,"covered jar with carved lotus petals (lid), 386–581 ce. china, northern dynasties period (386-581). glazed stoneware; lid: 2.8 x 14.1 cm (1 1/8 x 5 9/16 in.); diameter of lid: 14.4 cm (5 11/16 in.). the cleveland museum of art, gift of donna and james reid 2017.16.b",covered jar with carved lotus petals (lid),386–581 ce,china - northern dynasties,"donna [b. 1931] and james reid [1926–2020], cleveland heights, oh, given to the cleveland museum of art (1997–2017); the cleveland museum of art, cleveland, oh (2017–)",https://clevelandart.org/art/2017.16.b,https://openaccess-cdn.clevelandart.org/2017.16.b/2017.16.b_web.jpg
2794,"three-sectional altar group: koro with lid and base, 1644–1911. china, qing dynasty (1644-1911). jade ; the cleveland museum of art, bequest of cornelia blakemore warner 1947.683.1",three-sectional altar group: koro with lid and base,1644–1911,china - qing dynasty,[],https://clevelandart.org/art/1947.683.1,https://openaccess-cdn.clevelandart.org/1947.683.1/1947.683.1_web.jpg
2795,"three-sectional altar group: small bowl with carved dragon with lid and base, 1644–1911. china, qing dynasty (1644-1911). jade; the cleveland museum of art, bequest of cornelia blakemore warner 1947.683.2",three-sectional altar group: small bowl with carved dragon with lid and base,1644–1911,china - qing dynasty,[],https://clevelandart.org/art/1947.683.2,https://openaccess-cdn.clevelandart.org/1947.683.2/1947.683.2_web.jpg
2796,"three-sectional altar group: cylindrical carving with phoenix (lid), 1644–1911. china, qing dynasty (1644-1911). jade; the cleveland museum of art, bequest of cornelia blakemore warner 1947.683.3",three-sectional altar group: cylindrical carving with phoenix (lid),1644–1911,china - qing dynasty,[],https://clevelandart.org/art/1947.683.3,https://openaccess-cdn.clevelandart.org/1947.683.3/1947.683.3_web.jpg
2797,"good things come in pairs 8 (left shoe and insole), 2011. peng wei (chinese, b. 1974). silk shoe, ink and colors on silk; the cleveland museum of art, dudley p. allen fund 2017.64.1",good things come in pairs 8 (left shoe and insole),2011,chinese art,"collection of the artist, beijing, china, 2011-2017, sold to the cleveland museum of art (2011-2017); the cleveland museum of art, cleveland, oh, 2017-present (2017-)",https://clevelandart.org/art/2017.64.1,no_image
2798,"good things come in pairs 8 (right shoe and insole), 2011. peng wei (chinese, b. 1974). silk shoe, ink and colors on silk; the cleveland museum of art, dudley p. allen fund 2017.64.2",good things come in pairs 8 (right shoe and insole),2011,chinese art,"collection of the artist, beijing, china, 2011-2017, sold to the cleveland museum of art (2011-2017); the cleveland museum of art, cleveland, oh, 2017-present (2017-)",https://clevelandart.org/art/2017.64.2,no_image
2799,"good things come in pairs 8 (left shoe), 2011. peng wei (chinese, b. 1974). silk; overall: 5.1 x 24.1 x 8.9 cm (2 x 9 1/2 x 3 1/2 in.). the cleveland museum of art, dudley p. allen fund 2017.64.1.a",good things come in pairs 8 (left shoe),2011,chinese art,"collection of the artist, beijing, china, 2011-2017, sold to the cleveland museum of art (2011-2017); the cleveland museum of art, cleveland, oh, 2017-present (2017-)",https://clevelandart.org/art/2017.64.1.a,no_image
2800,"good things come in pairs 8 (right shoe), 2011. peng wei (chinese, b. 1974). silk; overall: 5.1 x 24.1 x 9.2 cm (2 x 9 1/2 x 3 5/8 in.). the cleveland museum of art, dudley p. allen fund 2017.64.2.a",good things come in pairs 8 (right shoe),2011,chinese art,"collection of the artist, beijing, china, 2011-2017, sold to the cleveland museum of art (2011-2017); the cleveland museum of art, cleveland, oh, 2017-present (2017-)",https://clevelandart.org/art/2017.64.2.a,no_image
2801,"good things come in pairs 8 (left insole), 2011. peng wei (chinese, b. 1974). ink and colors on silk; overall: 23.2 x 8.9 cm (9 1/8 x 3 1/2 in.). the cleveland museum of art, dudley p. allen fund 2017.64.1.b",good things come in pairs 8 (left insole),2011,chinese art,"collection of the artist, beijing, china, 2011-2017, sold to the cleveland museum of art (2011-2017); the cleveland museum of art, cleveland, oh, 2017-present (2017-)",https://clevelandart.org/art/2017.64.1.b,no_image
2802,"good things come in pairs 8 (right insole), 2011. peng wei (chinese, b. 1974). ink and colors on silk; overall: 23.2 x 8.9 cm (9 1/8 x 3 1/2 in.). the cleveland museum of art, dudley p. allen fund 2017.64.2.b",good things come in pairs 8 (right insole),2011,chinese art,"collection of the artist, beijing, china, 2011-2017, sold to the cleveland museum of art (2011-2017); the cleveland museum of art, cleveland, oh, 2017-present (2017-)",https://clevelandart.org/art/2017.64.2.b,no_image
2803,"panorama no. 2 (left panel), 2015–2016. liu wei (chinese, b. 1972). oil on canvas; 350 x 200 cm (137 13/16 x 78 3/4 in.). the cleveland museum of art, gift of mr. richard jeschelnig and mrs. michelle shan jeschelnig 2017.103.a",panorama no. 2 (left panel),2015–2016,contemp - painting,[],https://clevelandart.org/art/2017.103.a,no_image
2804,"panorama no. 2 (right panel), 2015–2016. liu wei (chinese, b. 1972). oil on canvas; 350 x 200 cm (137 13/16 x 78 3/4 in.). the cleveland museum of art, gift of mr. richard jeschelnig and mrs. michelle shan jeschelnig 2017.103.b",panorama no. 2 (right panel),2015–2016,contemp - painting,[],https://clevelandart.org/art/2017.103.b,no_image
2805,"box for the tapestry scroll mingling of clear and muddy water at the junction of the jing and wei rivers, 1736–95. china, qing dynasty (1644–1911), qianlong reign (1736–95). hardwood; overall: 9.5 x 37.5 x 10.2 cm (3 3/4 x 14 3/4 x 4 in.). the cleveland museum of art, gift of the john huntington art and polytechnic trust 1915.618.c",box for the tapestry scroll mingling of clear and muddy water at the junction of the jing and wei rivers,1736–95,textiles,"john huntington art and polytechnic trust, cleveland, oh, given to the cleveland museum of art (?-1915); the cleveland museum of art, cleveland, oh (1915-)",https://clevelandart.org/art/1915.618.c,https://openaccess-cdn.clevelandart.org/1915.618.c/1915.618.c_web.jpg
2806,"east village no.1, 1993–95. rong rong (chinese, b. 1968). gelatin silver print (printed 2005); image: 37.5 x 54.5 cm (14 3/4 x 21 7/16 in.). the cleveland museum of art, purchased with funds from an anonymous donor 2018.18 ? rong rong",east village no.1,1993–95,ph - misc. 20th century,"rong rong (the artist); karen smith, beijing, china; larry warsh, new york, ny (2005); scott howard, hartsdale, ny; the cleveland museum of art, cleveland, oh (february 26, 2018)",https://clevelandart.org/art/2018.18,no_image
2807,"east village no. 20, 1993–1995. rong rong (chinese, b. 1968). gelatin silver print (printed 2005); image: 38.4 x 55 cm (15 1/8 x 21 5/8 in.). the cleveland museum of art, purchased with funds from an anonymous donor 2018.19 ? rong rong",east village no. 20,1993–1995,ph - misc. 20th century,"rong rong (the artist); karen smith, beijing, china; larry warsh, new york, ny (2005); scott howard, hartsdale, ny; the cleveland museum of art, cleveland, oh (february 26, 2018)",https://clevelandart.org/art/2018.19,no_image
