object_id,title,link,image,object_type,current_location,culture,provenience,creator,date_made,section,materials,technique,description,length,width,credit_line
52-23-37B,Mandarin Square,https://www.penn.museum/collections/object/151316,https://www.penn.museum/collections/assets/300/56390.jpg,,Collections Storage,Chinese,China,,19th Century,Asian,Silk | Gold Thread,Embroidered | Satin Stitch | Split Stitch | Couched,"Square rank badge for fifth rank civil official.  To be worn on the front of the robe.  Silver pheasant faces sun as it stands on a rock amidst waves.  Eight Buddhist symbols and pearls float in the waves.  Fungus, bamboo, peony and narcissus grow on the rocky banks at either side.  The sky is filled with two red bats, clouds, and gold tendrils against the black cloth ground.  Greek fret border in couched gold thread.  Primarily done in satin stitch with couched gold and split stitch.  Seam down center.",,30.4 cm,"Purchased from J. S. Letcher, 1952"
52-23-39B,Mandarin Square,https://www.penn.museum/collections/object/862,https://www.penn.museum/collections/assets/300/56396.jpg,,Collections Storage,Chinese,China,,Early 20th Century,Asian,Silk | Satin | Gold Thread,Embroidered | Satin Stitch | Couched,"Square rank badge for the front of the robe of a wife of fifth rank civil official.  Silver pheasant in couched gold thread flys towards sun.  Eight bats, the Eight Buddhist symbols, a vase with jade stone and three halberds float among the blue clouds. Border of alternating bats, shou characters in couched gold thread.  Satin stitch, couched twisted silk also used on blue-black satin. Vertical seam down center.  Blue silk backing. This badge appears to be from the Reform Period of 1898 within the Guangxu Period (1875-1908 CE), or in that style.",,34.3 cm,"Purchased from J. S. Letcher, 1952"
CG94-1-22B,Shoe,https://www.penn.museum/collections/object/96738,https://www.penn.museum/collections/assets/300/603871.jpg,,Collections Storage,Chinese,China,,,Asian,Cotton | Canvas | Wood | Leather | Lacquer,,"Women's shoes. Black cotton canvas with light blue lining. 1.25"" thick sole of wood finished with grey pipping and leather.",24.76 cm,8.26 cm,
CG94-1-22A,Shoe,https://www.penn.museum/collections/object/96737,https://www.penn.museum/collections/assets/300/603871.jpg,,Collections Storage,Chinese,China,,,Asian,Cotton | Canvas | Wood | Leather | Lacquer,,"Women's shoes. Black cotton canvas with light blue lining. 1.25"" thick sole of wood finished with grey pipping and leather.",24.76 cm,8.26 cm,
52-23-57B,Mandarin Square,https://www.penn.museum/collections/object/267737,https://www.penn.museum/collections/assets/300/56423.jpg,,Collections Storage,Chinese,China,,18th Century,Asian,Silk,Embroidered | Satin Stitch | Couched | Peking Knot,"Square rank badge for wife of seventh rank civil official.  Because neither of the pair are split it may have been for use on a mourning robe which opens at the side.  At center a multi-colored Mandarin duck looks back towards sun as it stands on a rock in a landscape with streams and auspicious plants including Nandina plant, pine, cypress and fungus.  Clouds and five bats are in the peach-colored sky.  Greek fret border in couched gold thread and couched twisted thread.  Satin stitch, couched threads, satin stitch and Peking knot used.  Yellow silk backing.  Sticker with calligraphic writing in black ink and red ink of seal stamp.",,30 cm,"Purchased from J. S. Letcher, 1952"
CG2017-10-119,Spade Coin,https://www.penn.museum/collections/object/538151,https://www.penn.museum/collections/assets/300/302410.jpg,,Collections Storage,Chinese,China,,350 - 250 BCE,Asian,Metal,,"Flat handled, pointed foot spade coin. Obv. 茲氏半 Zi Shi Ban (Zishi half [jin]). Rev. Plain. State: Zhao 趙.",6 cm,3 cm,
CG98-1-137B,Rubbing,https://www.penn.museum/collections/object/325789,https://www.penn.museum/collections/assets/300/49263.jpg,,Collections Storage,Chinese,China,,19th Century,Asian,Paper,Rubbing,Rubbing on white paper.  From stone carving.  Long narrow paper.  Rubbing of three bronze vessels with Chinese characters.  Most of paper is white.,,,
CG98-1-137A,Rubbing,https://www.penn.museum/collections/object/26388,https://www.penn.museum/collections/assets/300/49258.jpg,,Collections Storage,Chinese,China,,19th Century,Asian,Paper,Rubbing,Rubbing on white paper.  From stone carving.  Long narrow paper.  Rubbing of three bronze vessels with Chinese characters.  Most of paper is white.,,,
CG94-1-21A,Shoe,https://www.penn.museum/collections/object/246475,https://www.penn.museum/collections/assets/300/604100.jpg,,Collections Storage,Chinese,China,,,Asian,Silk | Cotton | Leather,Embroidered | Appliqued,"Women's shoes. Blue silk brocade on top, with black applique and embroidery of flowers and cloud at toes. 1"" thick sole with grey border and white leather base.",25.4 cm,7.62 cm,
CG94-1-21B,Shoe,https://www.penn.museum/collections/object/246474,https://www.penn.museum/collections/assets/300/604100.jpg,,Collections Storage,Chinese,China,,,Asian,Silk | Cotton | Leather,Embroidered | Appliqued,"Women's shoes. Blue silk brocade on top, with black applique and embroidery of flowers and cloud at toes. 1"" thick sole with grey border and white leather base.",25.4 cm,7.62 cm,
52-23-29A,Mandarin Square,https://www.penn.museum/collections/object/178155,https://www.penn.museum/collections/assets/300/56366.jpg,,Collections Storage,Chinese,China,,Early 20th Century,Asian,Silk | Aniline Dye,Embroidered | Pekinese Stitch,"Square rank badge for fourth rank civil official.  To be worn on back of robe.   At center a beige colored wild goose faces the sun as it stands on a rock amidst waves. The bottom edge has the 立水 li shui ('standing water') design denoting deep water. Eight lucky symbols and swastika float in the water. The Chinese term for swastika is 萬 wan, meaning ""myriad"" (lit. 'ten thousand') and is meant to invoke the infinite blessings or wishes for happiness for the wearer of the badge. Narcissus, fungus and bamboo grown on the rocky banks at either side.  Five bats and clouds in the sky.  Greek fret border.  Entire design in Pekinese stitch or couched continuous loops with gold thread and aniline dyes on dark cloth.",,31.5 cm,"Purchased from J. S. Letcher, 1952"
52-23-29B,Mandarin Square,https://www.penn.museum/collections/object/200027,https://www.penn.museum/collections/assets/300/56371.jpg,,Collections Storage,Chinese,China,,Early 20th Century,Asian,Silk | Aniline Dye,Embroidered | Pekinese Stitch,"Square rank badge for fourth rank civil official.  To be worn on front of robe.   At center a beige colored wild goose faces the sun as it stands on a rock amidst waves. The bottom edge has the 立水 li shui ('standing water') design denoting deep water. Eight lucky symbols and swastika float in the water.  The Chinese term for swastika is 萬 wan, meaning ""myriad"" (lit. 'ten thousand') and is meant to invoke the infinite blessings or wishes for happiness for the wearer of the badge. Narcissus, fungus and bamboo grown on the rocky banks at either side.  Five bats and clouds in the sky.  Greek fret border.  Entire design in Pekinese stitch or couched continuous loops with gold thread and aniline dyes on dark brown cloth. Gap at center of design but cloth never cut apart to attach to robe front, i.e. never worn.",,32 cm,"Purchased from J. S. Letcher, 1952"
29-238-5,Playing Card Deck,https://www.penn.museum/collections/object/16118,https://www.penn.museum/collections/assets/300/896249.jpg,,Collections Storage,Chinese,China | Chongqing,,1889 - 1893,Asian,Paper | Ink | Lacquer (uncertain),Printed,"""Stick cards"" or Gun Pai 棍牌. This type of deck contains money cards with three suits: 1-9 of cash, 1-9 of strings (of cash) and 1-9 of myriads (of strings) (wan), and five additonal jokers, the Five Blessings: 福 (good fortune), 祿 (promotion), 壽 (long life), 財 (wealth), 喜 (joy). There are three additional court cards, the red flower card, 支花 zhi ha (twigs and flowers), the Wang Ying 王英 card, a character from the Water Margin, and an Old Thousand card which has 万千 Wan Qian at the top in the myriads suit. The 1 of cash card has 元宝 yuan bao (primal treasure) written on it. The 9 of strings has 九 Jiu, (nine) painted on the top and bottom. Backs orange splatter on yellow.  Faces printed in black on white with a yellowed tacky surface coating. Some images have red and green coloring. Some cards with red marks painted on face. The pips and suits are indicated by index marks at the top and bottom.",9.2 cm,2.5 cm,"Purchased from William Henry Wilkinson, 1903"
51-4-124,Thangka,https://www.penn.museum/collections/object/10219,https://www.penn.museum/collections/assets/300/211135.jpg,,Collections Storage,Tibetan | Buddhist,Tibet,,,Asian,,Painted,"Painting.  The Yidam, Sangdui, with sakti, surrounded by twenty emanations of him (?) and ten Heruka demons.  Above:  Lamas, more yidam figures, a Tibetan king.  Below:  Kubera with shakti, and fifteen Hindu gods (Vishnu on garuda, Shiva on Nandi, Indra on Airavati, Varuna on Snake, Agni on goat, Nirruti on man, Vayu on deer, Ganesa on rat, Brahma on bird.  Surya in wagon with lotuses at shoulders), Durga on lion, etc.  Extremely interesting iconographically, especially as some of the unusual figures are duly labelled and could eventually be deciphered.",,89 cm,"Gift of Mrs. Robert R. Service, 1951"
51-41-11,Thangka,https://www.penn.museum/collections/object/165635,https://www.penn.museum/collections/assets/300/29440.jpg,,Collections Storage,Tibetan | Buddhist,Tibet,,17th Century - 18th Century,Asian,Silk | Paint,Painted,"Painting.  The seated central figure is probably Amitayus, the name given to Amitabha (Buddha of Infinite Light) in his role of Bestower of Longevity. To the lower left is the goddess Ushnishavijaya, the goddess of the ushnisha (the protuberance on the skull of the Buddha which symbolizes intelligence). To the lower right is one of the Taras, a popular goddess in the Lama pantheon. In the bottom center is Mahakala, god of wealth and special protector of the Mongolian Buddhists, embracing his sakti consort. Toward the top Naropa, Sita Samvara, and a high lama incarnation are depicted. There is an inscription in Tibetan below. The thangka is mounted in Ming Dynasty cloud-woven silk and 17th century early Qing Dynasty tribute silks (red and gold). The Thangka is dedicated to the longevity of Blo bzang 'jam dbyangs rgya mtsho in the Fire-dragon year either 1785 (Chinese) or 1797 (Tibetan). The back is sheer golden silk with Buddhist symbols in tie dye.",,109.54 cm,"Gift of Schuyler V. R. Cammann, 1951"
C446B,Stela Base,https://www.penn.museum/collections/object/222519,https://www.penn.museum/collections/assets/300/703535.jpg,,Collections Storage,Chinese | Buddhist,China,,1572 - 1620 CE,Asian,Limestone,Carved | Low Relief,"Carved stone stela base.  The oblong  quadrilateral four-footed base has low relief carvings of lions with incense burners, seated monks and lotus on the sides and a band of lotus medallions on the top. The sides feature various Spirit Kings, three on each side.",,33 cm,"Purchased from Worch of Paris, 1925"
52-23-26,Mandarin Square,https://www.penn.museum/collections/object/240411,https://www.penn.museum/collections/assets/300/56356.jpg,,Collections Storage,Chinese,China,,Late 18th Century,Asian,Silk | Satin | Gold Thread,Embroidered | Satin Stitch | Stem Stitch | Split Stitch | Peking Knot | Couched,"Square fourth rank civil official's wife's badge.  A Wild goose looks back towards the sun as it stands on a rock beside a stream.  Pine, cypress, fungus and bamboo in landscape. Border of couched silk braid and gold threads.  Mostly done in satin stitch on blue-black satin but also stem stitch, split stitch and Peking knot used.",,27.5 cm,"Purchased from J. S. Letcher, 1952"
CG94-1-72,Painting,https://www.penn.museum/collections/object/99143,https://www.penn.museum/collections/assets/300/746938.jpg,,Collections Storage,Chinese,China,,,Asian,Silk | Paper,Watercolor,"Watercolor on silk with paper backing. Portrait of man with mustache and beard, wearing hat and robe. Colors are navy blue, black, white, and flesh tones. Beige, patterned border. Stamped made in China.",31 cm,27 cm,
52-23-21A,Mandarin Square,https://www.penn.museum/collections/object/42441,https://www.penn.museum/collections/assets/300/56340.jpg,,Collections Storage,Chinese,China,,19th Century,Asian,Silk | Gold Thread,Embroidered | Tapestry Weave | Kesi | Painted,"Square second rank civil official's badge.  To be worn on back of robe.  Multi-colored Golden Pheasant looking back at the sun stands on rock in a mountainous landscape with stream.  Pearls and another lucky jewel float in the waves.  Pines, tree peony, fungus, bamboo an a pagoda appear on the rocks.  Li shui pattern in lower corners.  Late tapestry technique (kesi 緙絲) with pastel colors and foreign dyes.  Details painted on.  Narrow border of gold thread.  Blue silk backing.",,28 cm,"Purchased from J. S. Letcher, 1952"
52-23-21B,Mandarin Square,https://www.penn.museum/collections/object/218479,https://www.penn.museum/collections/assets/300/56341.jpg,,Collections Storage,Chinese,China,,19th Century,Asian,Silk | Gold Thread,Embroidered | Tapestry Weave | Kesi | Painted,"Rank badge for a second rank civil official.  To be worn on the front of the robe.  Multi-colored Golden Pheasant looking back at the sun stands on rock in a mountainous landscape with stream.  Pearls and another lucky jewel float in the waves.  Pines, tree peony, fungus, bamboo an a pagoda appear on the rocks.  Lishui pattern in lower corners.  Late tapestry technique (kesi 緙絲) with pastel colors and foreign dyes.  Details painted on.  Narrow border of gold thread. Seam down center.  Blue silk backing.",,27 cm,"Purchased from J. S. Letcher, 1952"
52-23-47,Mandarin Square,https://www.penn.museum/collections/object/88140,https://www.penn.museum/collections/assets/300/56406.jpg,,Collections Storage,Chinese,China,,18th Century,Asian,Silk | Satin | Gold Thread,Embroidered | Couched | Satin Stitch,"Square rank badge for seventh rank official to be worn on front of robe.  At center Mandarin Duck facing sun stands on a rock beside a stream in a landscape.  Ruyi, royal umbrella, halberd and music stone appear in the water.  Lucky plants include cypress tree, narcissus and fungus.  Clouds in the sky.  Very fine couched twisted silk and couched gold with bird embroidered at a later date in satin stitch all on blue-black satin.  Border is of couched gold threads.  Vertical seam at center with blue silk backing with discoloration and a few holes.",,26.5 cm,"Purchased from J. S. Letcher, 1952"
52-23-61,Mandarin Square,https://www.penn.museum/collections/object/99463,https://www.penn.museum/collections/assets/300/56455.jpg,,Collections Storage,Chinese,China,,18th Century,Asian,Silk | Satin | Gold Thread,Embroidered | Satin Stitch | Couched,"Square rank badge to be worn on robe of a ninth rank official's wife.  Paradise flycatcher at center standing on rock amidst waves. The bottom edge has the 立水 li shui ('standing water') design denoting deep water. Lucky jewels in waves including pearls, rhinoceros horn and book.  Rudimentary li shui pattern below waves.  Sky is filled with blue and white clouds with a red sun.  Border of two lines of gold thread.  Satin stitch and couched gold thread outlines on dark blue satin.  Backing in light blue silk with paper tags in upper two corners, one with red stamp and black ink calligraphy.",,23.5 cm,"Purchased from J. S. Letcher, 1952"
52-23-64,Mandarin Square,https://www.penn.museum/collections/object/325432,https://www.penn.museum/collections/assets/300/132906.jpg,,Collections Storage,Chinese,China,,19th Century,Asian,Satin | Silk | Silver Tinsel Thread | Gold Thread,Embroidered | Satin Stitch | Split Satin Stitch | Peking Knot | Stem Satin Stitch | Couched,"Square rank badge for back of Imperial Censor or Judge's robe. At center, the Xiezhi 獬豸, an mythological being symbolizing justice, with green mane and tail with orange flames sits on rock amidst waves. Precious items in the waves include pearls, fungus, and rhinoceros horn. Auspicious plants include peonies and fungus on one side and peaches and narcissus on the other. The sky is filled with clouds, five orange bats and a red sun against a blue-black background. Border of Greek fret pattern in couched gold thread. Satin stitch used primarily with details in stem stitch, split satin stitch, Peking knots and a couched silver tinsel thread wrapped in green silk. Appears to be from the Daoguang Period (1821-50 CE) based on the background elements.",,31 cm,"Purchased from J. S. Letcher, 1952"
CG2003-1-4,Thangka,https://www.penn.museum/collections/object/368427,https://www.penn.museum/collections/assets/300/208405.jpg,,Collections Storage,Tibetan | Tibetan Buddhism | Buddhist,Tibet,,19th Century,Asian,,,Indian Teacher (possibly Atisha) with four registers containing narrative descriptions and biographical information. Part of a larger set of paintings.,,,
CG98-1-137D,Rubbing,https://www.penn.museum/collections/object/193969,https://www.penn.museum/collections/assets/300/49272.jpg,,Collections Storage,Chinese,China,,19th Century,Asian,Paper,Rubbing,Rubbing on white paper.  From stone carving.  Long narrow paper.  Rubbing of three bronze vessels with Chinese characters.  Most of paper is white.,,,
CG98-1-137C,Rubbing,https://www.penn.museum/collections/object/233304,https://www.penn.museum/collections/assets/300/49268.jpg,,Collections Storage,Chinese,China,,19th Century,Asian,Paper,Rubbing,Rubbing on white paper.  From stone carving.  Long narrow paper.  Rubbing of three bronze vessels with Chinese characters.  Most of paper is white.  Seal at bottom with characters.,,,
CG98-1-132,Rubbing,https://www.penn.museum/collections/object/293277,https://www.penn.museum/collections/assets/300/233268.jpg,,Collections Storage,Chinese,China,,19th Century,Asian,Paper,Rubbing,"Rubbing on white paper.  From stone carving of Han dynasty.  Human figures in architectural setting. Rubbing inscription on the right side reads: ""永初三年十月過仲□仲□叔位為長兄伯千人立負"" however some characters are illegible.",,,
CG98-1-138B,Rubbing,https://www.penn.museum/collections/object/242561,https://www.penn.museum/collections/assets/300/746942.jpg,,Collections Storage,Chinese | Buddhist,China,,19th Century,Asian,Paper,Rubbing,"Rubbing on white paper.  From stone carving.  9 columns of text.  Single row with two seals at bottom. Text is from the Fozu lidai tongzai, 佛祖歷代通載  a standard Buddhist text.  From a series of 18 Luohan with original calligraphyby Wu Changshuo, 吴昌硕, (1844-1927) and images painted by Wang Yiting [Wang Zhen, 王震].",27 cm,18 cm,
CG98-1-138A,Rubbing,https://www.penn.museum/collections/object/218529,https://www.penn.museum/collections/assets/300/746941.jpg,,Collections Storage,Chinese | Buddhist,China,,19th Century,Asian,Paper,Rubbing,"Rubbing on white paper.  From stone carving.  9 rows of text.  Single row with two seals and short row of very tiny script. Text is from the Fozu lidai tongzai, 佛祖歷代通載  a standard Buddhist text.  From a series of 18 Luohan with original calligraphy by Wu Changshuo, 吴昌硕, (1844-1927) and images painted by Wang Yiting [Wang Zhen, 王震].",27 cm,18 cm,
51-41-12,Thangka,https://www.penn.museum/collections/object/208824,https://www.penn.museum/collections/assets/300/208989.jpg,,Collections Storage,Mongolian | Buddhist,Mongolia | Tibet,,1900-1936 CE,Asian,Silk | Paint,Painted,"Painting. Vajrabhairava and Vajra Vetali. Yamantaka.  Top:  Tsongkhapa and 2 high lama incarnations, Begtse, God of War, and Kubera, King of the North.  Below:  Yama Mahakala and Lhamo.",,,"Gift of Schuyler V. R. Cammann, 1951"
51-4-117,Thangka,https://www.penn.museum/collections/object/144324,https://www.penn.museum/collections/assets/300/207927.jpg,,Collections Storage,Tibetan | Lamaism | Buddhist,Tibet,,19th Century,Asian,,Painted,"Painting. Padmasambhava and the Eight Principal Manifestations. Padma Sambhava, Founder of Lamaism, seated on a lotus rising from a lake (allusion to mystic birth), attended by his two wives.  On each side of him (connected by rainbow rays), are four other forms of him.  Top:  4-armed Avalokitesvara, Amitabha, Amitayus.  Bottom:  Acala, Kubera, Simhavaktra Dakini.  Heap of offerings (7 jewels, etc.).  Conventional Eastern Tibetan work;  mounting has an interesting panel of satin, showing magpies and plum branches (Chinese).",,,"Gift of Mrs. Robert R. Service, 1951"
CG98-1-138T,Rubbing,https://www.penn.museum/collections/object/258682,https://www.penn.museum/collections/assets/300/746878.jpg,,Collections Storage,Chinese | Buddhist,China,,19th Century,Asian,Paper,Rubbing,"Rubbing on white paper.  From stone carving.  2 columns of text in upper left hand side with single seal.  2 columns of text in upper right hand side of page with 1 seal.  Single seal in bottom right corner.  Figure of bald man in monks' robes walking with a tiger beside him.  Luohan holds sistrum. Text is from the Fozu lidai tongzai, 佛祖歷代通載  a standard Buddhist text.  From a series of 18 Luohan with original calligraphyby Wu Changshuo, 吴昌硕, (1844-1927) and images painted by Wang Yiting [Wang Zhen, 王震].",27 cm,18 cm,
52-23-63A,Mandarin Square,https://www.penn.museum/collections/object/14799,https://www.penn.museum/collections/assets/300/56458.jpg,,Collections Storage,Chinese,China,,Early 19th Century,Asian,Silk | Gold Thread | Ink,Kesi | Tapestry Weave | Painted,"Rank badge to be worn on back of robe of Imperial Censor or Judge.  At center a white Xiezhi (獬豸) with a blue and green mane and tail and orange flames sits in a rocky landscape with waterfall.  There is a pavillion on one side and the landscape includes pines, peonies, fungus and bamboo.  The sky is gold with multi-colored clouds, two bats and a red sun.  Stylized kuilong dragons in navy form the border with band of gold at outer edge.  Design is done in kesi (緙絲) tapestry with painted details in black ink.  Blue silk backing with stamp ""Made in China.""",,29.5 cm,"Purchased from J. S. Letcher, 1952"
52-23-3,Mandarin Square,https://www.penn.museum/collections/object/82005,https://www.penn.museum/collections/assets/300/56319.jpg,,Collections Storage,Chinese,China,,16th Century?,Asian,Gauze | Silk | Gold Thread,Embroidered | Satin Stitch | Couched,"Trapezoidal princess's Tuan Yang Festival badge.  Two sides of badge mirror each other, each with phoenix, tiger, the Five Poisons which include flying centipede, toad, snake, scorpion and lizard, and artemisia leaves, flowers, plants, waves and rock.  Green colored gauze ground used for thin summer robes.",,31.6 cm,"Purchased from J. S. Letcher, 1952"
52-23-24,Mandarin Square,https://www.penn.museum/collections/object/92322,https://www.penn.museum/collections/assets/300/56354.jpg,,Collections Storage,Chinese,China,,Late 18th Century - Early 19th Century,Asian,Satin | Silk | Gold Thread,Embroidered | Satin Stitch | Couched,"Square rank badge for wife of third rank official.  Bird at center faces sun and stands on rock amidst waves.  Rocks in foreground, background and sides with peaches, fungus, bamboo, pine, magnolia, mallow flower and peony.  Four bats in sky against blue-black satin.   Predominance of couched gold thread with bird and some motifs in satin stitch.  Greek fret border.  Gold silk backing.",,31.4 cm,"Purchased from J. S. Letcher, 1952"
52-23-33,Mandarin Square,https://www.penn.museum/collections/object/287564,https://www.penn.museum/collections/assets/300/56384.jpg,,Collections Storage,Chinese,China,,19th Century,Asian,Silk (uncertain) | Satin (uncertain),Embroidered | Peking Knot,"Square badge for wife of fifth rank official.  To be worn on front of robe.  At center white colored silver pheasant looks towards sun as it stands on a rock amidst waves.  The Eight Daoist Immortal symbols float in the water with peaches, narcissus, peonies, fungus and bamboo growing on the rocky banks at either side. Three bats, tendrils and clouds against the light blue sky.  Border of flowers in alternating colors.  Entirely done in Peking Knot.  Seam down center.",,32.3 cm,"Purchased from J. S. Letcher, 1952"
52-23-38A,Mandarin Square,https://www.penn.museum/collections/object/319070,https://www.penn.museum/collections/assets/300/133008.jpg,,Collections Storage,Chinese,China,,1900 - 1911,Asian,Silk | Gold Thread | Silver Thread,Embroidered | Satin Stitch | Couched | Buttonhole Stitch,"Square rank badge for fifth rank civil official for back of robe. Silver pheasant flies above waves in direction of silver sun disk. The bottom edge has the 立水 li shui ('standing water') design denoting deep water. Lucky jewels including pearls, rhinoceros horn, and fungus float in waves of silver thread. The sky is filled with blue clouds, and alternating blue bats and silver shou 壽 ""long life"" characters form the border. Satin stitch and couched metallic thread with buttonhole stitch against black silk. Light blue silk backing with stains.",,30 cm,"Purchased from J. S. Letcher, 1952"
52-23-49A,Mandarin Square,https://www.penn.museum/collections/object/101373,https://www.penn.museum/collections/assets/300/56409.jpg,,Collections Storage,Chinese,China,,19th Century,Asian,Silk | Satin | Gold Thread | Peacock Feathers,Embroidered | Satin Stitch | Stem Satin Stitch | Couched | Peking Knot,"Square rank badge of seventh rank civil official to be worn on the back of robe.  At center facing the sun a Mandarin Duck stands on a rock amidst waves.  There are pearls in the waves and peonies, fungus, bamboo and peaches grow on the rocky banks at either side.  Clouds in the sky.  Images in satin stitch, satin stem stitch and Peking knots with the remaining space filled with couched peacock feathers.  Border is Greek fret motif. Blue patterned silk backing with brown stains.",,31.3 cm,"Purchased from J. S. Letcher, 1952"
52-23-49B,Mandarin Square,https://www.penn.museum/collections/object/38506,https://www.penn.museum/collections/assets/300/56410.jpg,,Collections Storage,Chinese,China,,19th Century,Asian,Silk | Satin | Gold Thread | Peacock Feathers,Embroidered | Satin Stitch | Stem Satin Stitch | Couched | Peking Knot,"Square rank badge of seventh rank civil official to be worn on the front of robe.  At center facing the sun a Mandarin Duck stands on a rock amidst waves.  There are pearls in the waves and peonies, fungus, bamboo and peaches grow on the rocky banks at either side.  Clouds in the sky.  Images in satin stitch, satin stem stitch and Peking knots with the remaining space filled with couched peacock feathers.  Border is Greek fret motif.  Vertical seam down center.  Blue patterned silk backing with brown stains.",,31.3 cm,"Purchased from J. S. Letcher, 1952"
52-23-35,Mandarin Square,https://www.penn.museum/collections/object/97931,https://www.penn.museum/collections/assets/300/56386.jpg,,Collections Storage,Chinese,China,,Late 19th Century,Asian,Silk | Gold Thread,Embroidered | Couched | Peking Knot | Couched Twist,"Fifth rank civil official's badge.  To be worn on front of robe.  Silver Pheasant faces the sun as it stands on a rock amidst waves.  Vase with three halberds, bronze bell and Buddhist symbols float in the waves. Peony, peach and marigold grow on the rocky banks.  Six bats and clouds fill the sky.  Greek fret pattern on border.  Primarily done in couched gold thread with the bird and sun in Peking Knot and details of bird's beak and legs in couched twist on blue-black silk.  Vertical seam down center .",,30.5 cm,"Purchased from J. S. Letcher, 1952"
52-23-27B,Mandarin Square,https://www.penn.museum/collections/object/184945,https://www.penn.museum/collections/assets/300/56358.jpg,,Collections Storage,Chinese,China,,Late 19th Century,Asian,Silk | Gold Thread,Embroidered | Satin Stitch | Couched,"Square rank badge for civil official of fourth rank.  To be worn on back of robe.  Wild goose stands in center on rock amid waves. The bottom edge has the 立水 li shui ('standing water') design denoting deep water.  Pearls, a fish and a flaming wheel float in the waves.  Fungus and narcissus grown on the rocky banks.  Five bats and four of the eight Buddhist symbols including the endless knot, the lotus, the umbrella and the urn are among the clouds.  Border is Greek Fret pattern.  Peking knot with couched gold thread filling in ground on black silk with blue silk backing.",,29.5 cm,"Purchased from J. S. Letcher, 1952"
52-23-55A,Mandarin Square,https://www.penn.museum/collections/object/163640,https://www.penn.museum/collections/assets/300/56418.jpg,,Collections Storage,Chinese,China,,19th Century,Asian,Silk | Satin | Gold Thread,Embroidered | Peking Knot | Couched,"Square rank badge for seventh rank civil official to wear on back of robe.  At center a Mandarin Duck looks toward the sun as it stands on a rock amidst waves. Eight Buddhist symbols and Lucky Jewels float among the waves and there are rocky banks at both sides with peony, magnolia, narcissus and cock's comb plants.  The symbols of the Eight Daoist Immortals float in the sky in pairs among clouds and five bats.  Greek fret border in couched gold thread.  Primarily Peking knot used with couched gold thread and twisted white silk outlines on blue-black satin.  Blue silk backing.",,32.9 cm,"Purchased from J. S. Letcher, 1952"
52-23-58,Mandarin Square,https://www.penn.museum/collections/object/273210,https://www.penn.museum/collections/assets/300/56424.jpg,,Collections Storage,Chinese,China,,Early 20th Century,Asian,Silk | Gold Thread | Aniline Dye,Embroidered | Couched | Satin Stitch,"Square badge of eighth rank civil official to be worn on front of robe.  At center quail stands facing sun on rock amidst waves. The bottom edge has the 立水 li shui ('standing water') design denoting deep water. Rocks with magnolia, crab apple and peony flowers form a rebus 玉堂富貴 (yu tang fu gui), ""may you enjoy wealth and honors in Jade Hall (Hanlin Academy)"".  In the sky are the Eight Buddhist symbols, five bats and clouds.  Border of flowers with tendrils.  All done in two shades of couched gold thread except for quail in satin stitch with aniline dyes against black satin.  Vertical seam down center.  Blue silk backing stained.",,30.5 cm,"Purchased from J. S. Letcher, 1952"
52-23-55B,Mandarin Square,https://www.penn.museum/collections/object/284761,https://www.penn.museum/collections/assets/300/56419.jpg,,Collections Storage,Chinese,China,,19th Century,Asian,Silk | Satin | Gold Thread,Embroidered | Peking Knot | Couched,"Square rank badge for seventh rank civil official to wear on front of robe.  At center a Mandarin Duck looks toward the sun as it stands on a rock amidst waves. Eight Buddhist symbols and Lucky Jewels float among the waves and there are rocky banks at both sides with peony, magnolia, narcissus and cock's comb plants.  The symbols of the Eight Immortals float in the sky in pairs among clouds and five bats.  Greek fret border in couched gold thread.  Primarily Peking knot used with couched gold thread and twisted white silk outlines on blue-black satin.  Vertical seam down center.  Blue silk backing.",,32.5 cm,"Purchased from J. S. Letcher, 1952"
52-23-27A,Mandarin Square,https://www.penn.museum/collections/object/200716,https://www.penn.museum/collections/assets/300/56357.jpg,,Collections Storage,Chinese,China,,Late 19th Century,Asian,Silk | Gold Thread,Embroidered | Satin Stitch | Couched,"Square rank badge for civil official of fourth rank.  To be worn on front of robe.  Wild goose stands in center on rock amid waves. The bottom edge has the 立水 li shui ('standing water') design denoting deep water. Pearls, a fish and a flaming wheel float in the waves.  Fungus and narcissus grown on the rocky banks.  Five bats and four of the eight Buddhist symbols including the endless knot, the lotus, the umbrella and the urn are among the clouds.  Border is Greek Fret pattern.  Peking knot with couched gold thread filling in ground on black silk with blue silk backing.  Seam down center.",,29.5 cm,"Purchased from J. S. Letcher, 1952"
C446A,Stela,https://www.penn.museum/collections/object/199736,https://www.penn.museum/collections/assets/300/703535.jpg,,Collections Storage,Chinese | Buddhist,China,,1572 - 1620 CE,Asian,Limestone,Carved | Engraved | High Relief | Low Relief,"Yellowed limestone.  Carved stone stela with base.  Stela is leaf shaped with point at top missing.  Buddhist figures carved in high relief.  At center figure dressed as a bodhisattva holds hands raised palms outward.   On either side are three smaller figures of a monk, Tibetan priest and bodhisattva.  All figures are supported by either genii or lions.  The mandorla or halo is carved in low relief with apsaras and heavenly musicians.  The back side is engraved with the image of two seated Buddhas with a standing figure at each side and two lions below guarding an incense burner. In the style of the Six Dynasties but from the Wanli Period of the Ming Dynasty.",,30.5 cm,"Purchased from Worch of Paris, 1925"
